time, fix, sats, latitute, longitude, sonar, alt, gps_alt, speed, CRS, roll, pitch, yaw
55000, 1, 5, 59.9638670, 10.7247060, 0, 260.2, 241.66, 11.45, 231.79, -830, 556, 18544
56000, 1, 5, 59.9637180, 10.7246810, 0, 258.11, 243.24, 10.64, 210.12, -158, 423, 17963
57000, 1, 5, 59.9635310, 10.7246580, 0, 256.54, 244.83, 12.28, 198.57, 1033, 441, 18125
58000, 1, 5, 59.9632720, 10.7245710, 0, 256.89, 244.2, 18.99, 194.11, 1428, -191, 19034
59000, 1, 5, 59.9630320, 10.7244480, 0, 258.54, 244.87, 21.44, 196.9, 800, -309, 20009
60000, 1, 5, 59.9628680, 10.7242960, 0, 261.77, 246.58, 21.11, 203.03, -529, -142, 19763
61000, 1, 5, 59.9627080, 10.7241330, 0, 264.91, 248.16, 19.06, 206.39, -27, -301, 19923
62000, 1, 5, 59.9625400, 10.7239880, 0, 266.83, 249.65, 18.68, 208.43, -2383, -392, 19073
63000, 1, 5, 59.9623600, 10.7238580, 0, 268.05, 251.27, 18.21, 203.98, -1947, 107, 18147
64000, 1, 5, 59.9621620, 10.7237750, 0, 269.36, 253.1, 19, 194, -2031, 576, 16998
65000, 1, 5, 59.9619790, 10.7237430, 0, 271.28, 254.11, 18.57, 183.6, -3203, 863, 15307
66000, 1, 5, 59.9618030, 10.7237850, 0, 273.82, 254.7, 18.26, 170.13, -1129, 1055, 14511
67000, 1, 5, 59.9616580, 10.7239050, 0, 276.96, 255.03, 18.26, 158.27, -3900, 1692, 12585
68000, 1, 5, 59.9615360, 10.7240920, 0, 280.55, 255.95, 17.24, 142.97, -6777, 758, 9432
69000, 1, 5, 59.9614640, 10.7243400, 0, 281.33, 256.54, 15.73, 122.52, -1876, -863, 8432
70000, 1, 5, 59.9614600, 10.7246760, 0, 280.11, 255.66, 19.4, 89.86, -299, -162, 8230
71000, 1, 5, 59.9614830, 10.7250530, 0, 279.58, 255.08, 19.68, 84.79, -2799, 57, 7927
72000, 1, 5, 59.9615170, 10.7254210, 0, 279.15, 255.68, 20.14, 76.61, -3098, -410, 6911
73000, 1, 5, 59.9615940, 10.7257430, 0, 278.45, 256.54, 20.09, 62.79, -2670, -565, 5816
74000, 1, 5, 59.9617040, 10.7259900, 0, 276.87, 257.4, 19.94, 49.7, 680, -817, 6111
75000, 1, 5, 59.9618300, 10.7262160, 0, 274.95, 258.04, 20.73, 43.01, 2485, -955, 7047
76000, 1, 5, 59.9619600, 10.7264630, 0, 273.03, 257.89, 21.77, 47.18, 1159, -560, 8159
77000, 1, 5, 59.9620670, 10.7267680, 0, 271.89, 258.07, 21.74, 57.59, 3442, -757, 9781
78000, 1, 5, 59.9621390, 10.7271030, 0, 270.67, 257.3, 21.7, 70.03, 4409, -88, 13066
79000, 1, 5, 59.9621390, 10.7274810, 0, 270.41, 256.65, 20.64, 89.37, 6049, 254, 17127
80000, 1, 5, 59.9620930, 10.7277960, 0, 271.98, 256.41, 15.65, 112.35, 4885, 1419, 22237
81000, 1, 5, 59.9619260, 10.7279560, 0, 273.9, 256.23, 16.28, 151.74, 4929, 2180, 26250
82000, 1, 5, 59.9616970, 10.7279550, 0, 277.49, 255.73, 20.37, 178.73, 6621, 941, 30070
83000, 1, 5, 59.9616510, 10.7276880, 0, 279.76, 255.39, 12.62, 234.86, 1528, 1499, 32345
84000, 1, 5, 59.9616620, 10.7274130, 0, 280.9, 255.17, 12.29, 273.18, 1023, 493, 31928
