Time, Lat, Lon, Bearing, GPS Speed, Revs(rpm),Speed(km/h),LPK(l/100km),CO2(g/km),Coolant(°C),Baro(mb),GPS Height(m)
1344496942028,00059.90462494,00010.82089615,00009.61,00081.65,02609.00,00080.00,00002.07,00054.77,00081.00,01009.93,00144.20
1344496942181,00059.90462494,00010.82089615,00009.61,00081.65,02609.00,00080.00,00002.07,00054.77,00081.00,01009.85,00144.20
1344496942331,00059.90462494,00010.82089615,00009.61,00081.65,02609.00,00080.00,00002.07,00054.77,00082.00,01010.05,00144.20
1344496942482,00059.90462494,00010.82089615,00009.61,00081.65,02609.00,00080.00,00002.08,00054.89,00082.00,01009.98,00144.20
1344496942635,00059.90462494,00010.82089615,00009.61,00081.65,02619.00,00080.00,00002.08,00054.89,00082.00,01009.98,00144.20
1344496942783,00059.90462494,00010.82089615,00009.61,00081.65,02619.00,00080.00,00002.08,00054.89,00082.00,01009.93,00144.20
1344496942935,00059.90481949,00010.82093239,00007.73,00081.45,02619.00,00080.00,00002.08,00054.89,00082.00,01010.09,00143.58
1344496943083,00059.90481949,00010.82093239,00007.73,00081.45,02619.00,00080.00,00002.08,00054.89,00082.00,01010.08,00143.58
1344496943235,00059.90481949,00010.82093239,00007.73,00081.45,02619.00,00080.00,00002.08,00055.11,00082.00,01009.99,00143.58
1344496943383,00059.90481949,00010.82093239,00007.73,00081.45,02617.00,00080.00,00002.08,00055.11,00082.00,01010.08,00143.58
1344496943531,00059.90481949,00010.82093239,00007.73,00081.45,02617.00,00081.00,00002.08,00055.11,00082.00,01010.25,00143.58
1344496943684,00059.90481949,00010.82093239,00007.73,00081.45,02617.00,00081.00,00002.06,00054.38,00082.00,01010.17,00143.58
1344496943834,00059.90481949,00010.82093239,00007.73,00081.45,02629.00,00081.00,00002.06,00054.38,00082.00,01010.30,00143.58
1344496943985,00059.90502167,00010.82095528,00005.43,00081.63,02629.00,00081.00,00002.06,00054.38,00082.00,01010.25,00142.58
1344496944133,00059.90502167,00010.82095528,00005.43,00081.63,02629.00,00081.00,00002.06,00054.38,00082.00,01010.27,00142.58
1344496944285,00059.90502167,00010.82095528,00005.43,00081.63,02629.00,00081.00,00002.06,00054.38,00082.00,01010.24,00142.58
1344496944436,00059.90502167,00010.82095528,00005.43,00081.63,02629.00,00081.00,00002.06,00054.38,00082.00,01010.23,00142.58
1344496944588,00059.90502167,00010.82095528,00005.43,00081.63,02638.00,00081.00,00002.07,00054.63,00082.00,01010.36,00142.58
1344496944743,00059.90502167,00010.82095528,00005.43,00081.63,02638.00,00081.00,00002.07,00054.63,00082.00,01010.39,00142.58
1344496944886,00059.90522766,00010.82097149,00004.42,00082.41,02638.00,00081.00,00002.07,00054.63,00082.00,01010.45,00141.40
1344496945037,00059.90522766,00010.82097149,00004.42,00082.41,02638.00,00081.00,00002.07,00054.63,00082.00,01010.32,00141.40
1344496945186,00059.90522766,00010.82097149,00004.42,00082.41,02638.00,00081.00,00002.07,00054.82,00082.00,01010.41,00141.40
1344496945336,00059.90522766,00010.82097149,00004.42,00082.41,02661.00,00081.00,00002.07,00054.82,00082.00,01010.34,00141.40
1344496945485,00059.90522766,00010.82097149,00004.42,00082.41,02661.00,00081.00,00002.07,00054.82,00082.00,01010.45,00141.40
1344496945638,00059.90522766,00010.82097149,00004.42,00082.41,02661.00,00081.00,00002.07,00054.82,00082.00,01010.39,00141.40
1344496945787,00059.90522766,00010.82097149,00004.42,00082.41,02661.00,00081.00,00002.09,00055.30,00082.00,01010.40,00141.40
1344496945938,00059.90544128,00010.82098007,00003.15,00083.28,02658.00,00081.00,00002.09,00055.30,00082.00,01010.47,00140.25
1344496946086,00059.90544128,00010.82098007,00003.15,00083.28,02658.00,00082.00,00002.09,00055.30,00082.00,01010.50,00140.25
1344496946238,00059.90544128,00010.82098007,00003.15,00083.28,02658.00,00082.00,00002.09,00055.30,00082.00,01010.58,00140.25
1344496946388,00059.90544128,00010.82098007,00003.15,00083.28,02658.00,00082.00,00002.09,00055.30,00082.00,01010.78,00140.25
1344496946539,00059.90544128,00010.82098007,00003.15,00083.28,02658.00,00082.00,00002.29,00060.62,00082.00,01010.61,00140.25
1344496946689,00059.90544128,00010.82098007,00003.15,00083.28,02670.00,00082.00,00002.29,00060.62,00082.00,01010.54,00140.25
1344496946841,00059.90544128,00010.82098007,00003.15,00083.28,02670.00,00082.00,00002.29,00060.62,00082.00,01010.50,00140.25
1344496946990,00059.90565109,00010.82098103,00001.99,00082.30,02670.00,00082.00,00002.29,00060.62,00082.00,01010.63,00139.00
1344496947140,00059.90565109,00010.82098103,00001.99,00082.30,02670.00,00082.00,00002.30,00060.62,00082.00,01010.77,00139.00
1344496947289,00059.90565109,00010.82098103,00001.99,00082.30,02670.00,00082.00,00002.30,00060.90,00082.00,01010.67,00139.00
1344496947440,00059.90565109,00010.82098103,00001.99,00082.30,02655.00,00082.00,00002.30,00060.90,00082.00,01010.70,00139.00
1344496947590,00059.90565109,00010.82098103,00001.99,00082.30,02655.00,00082.00,00002.30,00060.90,00082.00,01010.71,00139.00
1344496947744,00059.90565109,00010.82098103,00001.99,00082.30,02655.00,00082.00,00002.40,00063.58,00082.00,01010.84,00139.00
1344496947889,00059.90586090,00010.82097435,00359.77,00082.83,02668.00,00082.00,00002.40,00063.58,00082.00,01010.88,00137.73
1344496948039,00059.90586090,00010.82097435,00359.77,00082.83,02668.00,00082.00,00002.40,00063.58,00082.00,01010.84,00137.73
1344496948190,00059.90586090,00010.82097435,00359.77,00082.83,02668.00,00082.00,00002.40,00063.58,00082.00,01010.71,00137.73
1344496948340,00059.90586090,00010.82097435,00359.77,00082.83,02668.00,00082.00,00002.53,00063.58,00082.00,01010.99,00137.73
1344496948490,00059.90586090,00010.82097435,00359.77,00082.83,02668.00,00082.00,00002.53,00066.94,00082.00,01010.90,00137.73
1344496948640,00059.90586090,00010.82097435,00359.77,00082.83,02688.00,00082.00,00002.53,00066.94,00082.00,01010.91,00137.73
1344496948791,00059.90586090,00010.82097435,00359.77,00082.83,02688.00,00082.00,00002.53,00066.94,00082.00,01010.83,00137.73
1344496948940,00059.90606689,00010.82096863,00001.52,00082.83,02688.00,00082.00,00002.53,00066.94,00082.00,01010.96,00136.55
1344496949091,00059.90606689,00010.82096863,00001.52,00082.83,02688.00,00082.00,00002.43,00064.37,00082.00,01010.82,00136.55
1344496949240,00059.90606689,00010.82096863,00001.52,00082.83,02673.00,00082.00,00002.43,00064.37,00082.00,01010.88,00136.55
1344496949391,00059.90606689,00010.82096863,00001.52,00082.83,02673.00,00082.00,00002.43,00064.37,00082.00,01010.89,00136.55
1344496949541,00059.90606689,00010.82096863,00001.52,00082.83,02673.00,00082.00,00002.43,00064.37,00082.00,01010.90,00136.55
1344496949694,00059.90606689,00010.82096863,00001.52,00082.83,02673.00,00082.00,00002.42,00064.01,00082.00,01010.96,00136.55
1344496949842,00059.90627289,00010.82096577,00000.79,00082.55,02682.00,00082.00,00002.42,00064.01,00082.00,01010.95,00136.55
1344496949993,00059.90627289,00010.82096577,00000.79,00082.55,02682.00,00082.00,00002.42,00064.01,00082.00,01010.85,00135.68
1344496950142,00059.90627289,00010.82096577,00000.79,00082.55,02682.00,00082.00,00002.42,00064.01,00082.00,01010.93,00135.68
1344496950293,00059.90627289,00010.82096577,00000.79,00082.55,02682.00,00082.00,00002.42,00064.01,00083.00,01010.77,00135.68
1344496950452,00059.90627289,00010.82096577,00000.79,00082.55,02682.00,00082.00,00002.66,00070.35,00083.00,01010.76,00135.68
1344496950595,00059.90627289,00010.82096577,00000.79,00082.55,02665.00,00082.00,00002.66,00070.35,00083.00,01010.86,00135.68
1344496950745,00059.90627289,00010.82096577,00000.79,00082.55,02665.00,00082.00,00002.66,00070.35,00083.00,01010.86,00135.68
1344496950895,00059.90627289,00010.82096577,00000.79,00082.55,02665.00,00082.00,00002.66,00070.35,00083.00,01011.06,00135.68
1344496951045,00059.90627289,00010.82096577,00000.79,00082.55,02665.00,00082.00,00002.66,00070.35,00083.00,01011.17,00135.68
1344496951195,00059.90627289,00010.82096577,00000.79,00082.55,02665.00,00082.00,00002.99,00079.02,00083.00,01011.01,00135.68
1344496951345,00059.90627289,00010.82096577,00000.79,00082.55,02658.00,00082.00,00002.99,00079.02,00083.00,01011.11,00135.68
1344496951496,00059.90627289,00010.82096577,00000.79,00082.55,02658.00,00082.00,00002.99,00079.02,00083.00,01010.95,00135.68
1344496951648,00059.90627289,00010.82096577,00000.79,00082.55,02658.00,00082.00,00002.98,00078.81,00083.00,01010.86,00135.68
1344496951798,00059.90627289,00010.82096577,00000.79,00082.55,02664.00,00082.00,00002.98,00078.81,00083.00,01011.10,00135.68
1344496951947,00059.90627289,00010.82096577,00000.79,00082.55,02664.00,00082.00,00002.98,00078.81,00083.00,01011.17,00135.68
1344496952098,00059.90627289,00010.82096577,00000.79,00082.55,02664.00,00081.00,00002.98,00078.81,00083.00,01011.09,00135.68
1344496952248,00059.90627289,00010.82096577,00000.79,00082.55,02664.00,00081.00,00002.98,00078.81,00083.00,01011.03,00135.68
1344496952397,00059.90627289,00010.82096577,00000.79,00082.55,02664.00,00081.00,00003.26,00086.12,00083.00,01011.06,00135.68
1344496952549,00059.90627289,00010.82096577,00000.79,00082.55,02647.00,00081.00,00003.26,00086.12,00083.00,01011.35,00135.68
1344496952700,00059.90627289,00010.82096577,00000.79,00082.55,02647.00,00081.00,00003.26,00086.12,00083.00,01011.52,00135.68
1344496952851,00059.90627289,00010.82096577,00000.79,00082.55,02647.00,00081.00,00003.26,00086.12,00083.00,01011.59,00135.68
1344496953000,00059.90627289,00010.82096577,00000.79,00082.55,02647.00,00081.00,00003.58,00094.73,00083.00,01011.79,00135.68
1344496953153,00059.90627289,00010.82096577,00000.79,00082.55,02647.00,00081.00,00003.58,00094.73,00083.00,01011.88,00135.68
1344496953300,00059.90627289,00010.82096577,00000.79,00082.55,02640.00,00081.00,00003.58,00094.73,00083.00,01011.89,00135.68
1344496953452,00059.90627289,00010.82096577,00000.79,00082.55,02640.00,00081.00,00003.58,00094.73,00083.00,01011.75,00135.68
1344496953601,00059.90627289,00010.82096577,00000.79,00082.55,02640.00,00081.00,00003.69,00097.53,00083.00,01011.68,00135.68
1344496953752,00059.90627289,00010.82096577,00000.79,00082.55,02640.00,00081.00,00003.69,00097.53,00083.00,01011.47,00135.68
1344496953902,00059.90627289,00010.82096577,00000.79,00082.55,02631.00,00081.00,00003.69,00097.53,00083.00,01011.28,00135.68
1344496954053,00059.90627289,00010.82096577,00000.79,00082.55,02631.00,00081.00,00003.69,00097.53,00083.00,01011.31,00135.68
1344496954202,00059.90627289,00010.82096577,00000.79,00082.55,02631.00,00081.00,00003.69,00097.53,00083.00,01011.27,00135.68
1344496954355,00059.90627289,00010.82096577,00000.79,00082.55,02631.00,00081.00,00003.67,00097.20,00083.00,01011.03,00135.68
1344496954506,00059.90627289,00010.82096577,00000.79,00082.55,02615.00,00081.00,00003.67,00097.20,00083.00,01011.26,00135.68
1344496954657,00059.90627289,00010.82096577,00000.79,00082.55,02615.00,00081.00,00003.67,00097.20,00083.00,01011.36,00135.68
1344496954802,00059.90627289,00010.82096577,00000.79,00082.55,02615.00,00080.00,00003.67,00097.20,00083.00,01011.31,00135.68
1344496954953,00059.90627289,00010.82096577,00000.79,00082.55,02615.00,00080.00,00003.67,00097.20,00083.00,01011.42,00135.68
1344496955104,00059.90627289,00010.82096577,00000.79,00082.55,02615.00,00080.00,00004.62,00122.27,00083.00,01011.41,00135.68
1344496955257,00059.90627289,00010.82096577,00000.79,00082.55,02605.00,00080.00,00004.62,00122.27,00083.00,01011.32,00135.68
1344496955406,00059.90627289,00010.82096577,00000.79,00082.55,02605.00,00080.00,00004.62,00122.27,00083.00,01011.32,00135.68
1344496955557,00059.90627289,00010.82096577,00000.79,00082.55,02605.00,00080.00,00004.95,00130.94,00083.00,01011.11,00135.68
1344496955706,00059.90627289,00010.82096577,00000.79,00082.55,02601.00,00080.00,00004.95,00130.94,00083.00,01011.26,00135.68
1344496955856,00059.90627289,00010.82096577,00000.79,00082.55,02601.00,00080.00,00004.95,00130.94,00083.00,01011.20,00135.68
1344496956007,00059.90627289,00010.82096577,00000.79,00082.55,02601.00,00080.00,00004.95,00130.94,00084.00,01011.18,00135.68
1344496956157,00059.90627289,00010.82096577,00000.79,00082.55,02601.00,00080.00,00004.95,00130.94,00084.00,01011.13,00135.68
1344496956307,00059.90627289,00010.82096577,00000.79,00082.55,02601.00,00080.00,00005.63,00148.98,00084.00,01011.41,00135.68
1344496956461,00059.90627289,00010.82096577,00000.79,00082.55,02592.00,00080.00,00005.63,00148.98,00084.00,01011.31,00135.68
1344496956608,00059.90627289,00010.82096577,00000.79,00082.55,02592.00,00080.00,00005.63,00148.98,00084.00,01011.37,00135.68
1344496956758,00059.90627289,00010.82096577,00000.79,00082.55,02592.00,00080.00,00005.63,00148.98,00084.00,01011.32,00135.68
1344496956909,00059.90627289,00010.82096577,00000.79,00082.55,02592.00,00080.00,00005.73,00151.49,00084.00,01011.07,00135.68
1344496957059,00059.90627289,00010.82096577,00000.79,00082.55,02592.00,00080.00,00005.73,00151.49,00084.00,01010.98,00135.68
1344496957209,00059.90627289,00010.82096577,00000.79,00082.55,02599.00,00080.00,00005.73,00151.49,00084.00,01011.08,00135.68
1344496957360,00059.90627289,00010.82096577,00000.79,00082.55,02599.00,00080.00,00005.73,00151.49,00084.00,01011.22,00135.68
1344496957511,00059.90627289,00010.82096577,00000.79,00082.55,02599.00,00080.00,00005.74,00151.90,00084.00,01011.03,00135.68
1344496957662,00059.90627289,00010.82096577,00000.79,00082.55,02594.00,00080.00,00005.74,00151.90,00084.00,01011.16,00135.68
1344496957812,00059.90627289,00010.82096577,00000.79,00082.55,02594.00,00080.00,00005.74,00151.90,00084.00,01011.19,00135.68
1344496957960,00059.90627289,00010.82096577,00000.79,00082.55,02594.00,00080.00,00005.74,00151.90,00084.00,01011.30,00135.68
1344496958111,00059.90627289,00010.82096577,00000.79,00082.55,02594.00,00080.00,00005.85,00154.64,00084.00,01011.27,00135.68
1344496958261,00059.90627289,00010.82096577,00000.79,00082.55,02594.00,00080.00,00005.85,00154.64,00084.00,01011.21,00135.68
1344496958411,00059.90627289,00010.82096577,00000.79,00082.55,02597.00,00080.00,00005.85,00154.64,00084.00,01011.12,00135.68
1344496958560,00059.90627289,00010.82096577,00000.79,00082.55,02597.00,00080.00,00005.85,00154.64,00084.00,01010.99,00135.68
1344496958711,00059.90627289,00010.82096577,00000.79,00082.55,02597.00,00080.00,00005.85,00154.64,00084.00,01011.20,00135.68
1344496958863,00059.90627289,00010.82096577,00000.79,00082.55,02597.00,00080.00,00005.85,00154.64,00084.00,01011.18,00135.68
1344496959012,00059.90627289,00010.82096577,00000.79,00082.55,02597.00,00080.00,00005.62,00148.75,00084.00,01011.14,00135.68
1344496959162,00059.90627289,00010.82096577,00000.79,00082.55,02601.00,00080.00,00005.62,00148.75,00084.00,01011.17,00135.68
1344496959313,00059.90627289,00010.82096577,00000.79,00082.55,02601.00,00080.00,00005.62,00148.75,00084.00,01011.11,00135.68
1344496959467,00059.90627289,00010.82096577,00000.79,00082.55,02601.00,00080.00,00005.29,00139.86,00084.00,01011.25,00135.68
1344496959616,00059.90627289,00010.82096577,00000.79,00082.55,02594.00,00080.00,00005.29,00139.86,00084.00,01011.14,00135.68
1344496959764,00059.90627289,00010.82096577,00000.79,00082.55,02594.00,00080.00,00005.29,00139.86,00084.00,01011.00,00135.68
1344496959914,00059.90831757,00010.82054520,00359.79,00000.00,02594.00,00080.00,00005.29,00139.86,00084.00,01011.12,00135.79
1344496960065,00059.90831757,00010.82054520,00359.79,00000.00,02594.00,00080.00,00005.29,00139.86,00084.00,01011.20,00135.79
1344496960215,00059.90831757,00010.82054520,00359.79,00000.00,02594.00,00080.00,00004.81,00127.35,00084.00,01011.03,00135.79
1344496960366,00059.90831757,00010.82054520,00359.79,00000.00,02594.00,00080.00,00004.81,00127.35,00084.00,01011.08,00135.79
1344496960518,00059.90831757,00010.82054520,00359.79,00000.00,02594.00,00080.00,00004.81,00127.35,00084.00,01011.06,00135.79
1344496960668,00059.90831757,00010.82054520,00359.79,00000.00,02594.00,00080.00,00004.81,00127.35,00084.00,01011.12,00135.79
1344496960818,00059.90831757,00010.82054520,00359.79,00000.00,02594.00,00080.00,00004.81,00127.35,00084.00,01010.94,00135.79
1344496960969,00059.90840530,00010.82003498,00357.15,00000.00,02594.00,00080.00,00004.81,00127.35,00084.00,01010.94,00135.80
1344496961119,00059.90840530,00010.82003498,00357.15,00000.00,02582.00,00080.00,00004.81,00127.35,00084.00,01011.07,00135.80
1344496961268,00059.90840530,00010.82003498,00357.15,00000.00,02582.00,00079.00,00004.81,00127.35,00084.00,01010.94,00135.80
1344496961418,00059.90840530,00010.82003498,00357.15,00000.00,02582.00,00079.00,00004.74,00125.31,00084.00,01011.06,00135.80
1344496961567,00059.90840530,00010.82003498,00357.15,00000.00,02582.00,00079.00,00004.74,00125.31,00084.00,01011.04,00135.80
1344496961721,00059.90840530,00010.82003498,00357.15,00000.00,02574.00,00079.00,00004.74,00125.31,00084.00,01011.10,00135.80
1344496961869,00059.90858459,00010.81988621,00332.98,00080.65,02574.00,00079.00,00004.74,00125.31,00084.00,01011.05,00135.80
1344496962019,00059.90858459,00010.81988621,00332.98,00080.65,02574.00,00079.00,00004.74,00125.31,00085.00,01011.15,00135.14
1344496962169,00059.90858459,00010.81988621,00332.98,00080.65,02574.00,00079.00,00004.72,00124.92,00085.00,01011.13,00135.14
1344496962319,00059.90858459,00010.81988621,00332.98,00080.65,02562.00,00079.00,00004.72,00124.92,00085.00,01011.16,00135.14
1344496962468,00059.90858459,00010.81988621,00332.98,00080.65,02562.00,00079.00,00004.72,00124.92,00085.00,01011.12,00135.14
1344496962619,00059.90858459,00010.81988621,00332.98,00080.65,02562.00,00079.00,00004.72,00124.92,00085.00,01011.13,00135.14
1344496962771,00059.90858459,00010.81988621,00332.98,00080.65,02562.00,00079.00,00004.72,00124.92,00085.00,01011.17,00135.14
1344496962918,00059.90876770,00010.81981087,00332.52,00079.99,02562.00,00079.00,00004.70,00124.34,00085.00,01011.09,00134.20
1344496963068,00059.90876770,00010.81981087,00332.52,00079.99,02562.00,00079.00,00004.70,00124.34,00085.00,01011.17,00134.20
1344496963219,00059.90876770,00010.81981087,00332.52,00079.99,02553.00,00079.00,00004.70,00124.34,00085.00,01011.05,00134.20
1344496963449,00059.90876770,00010.81981087,00332.52,00079.99,02553.00,00078.00,00004.74,00125.49,00085.00,01011.00,00134.20
1344496963600,00059.90876770,00010.81981087,00332.52,00079.99,02546.00,00078.00,00004.74,00125.49,00085.00,01011.01,00134.20
1344496963748,00059.90876770,00010.81981087,00332.52,00079.99,02546.00,00078.00,00004.74,00125.49,00085.00,01011.00,00134.20
1344496963899,00059.90892792,00010.81965160,00332.56,00079.81,02546.00,00078.00,00004.74,00125.49,00085.00,01011.04,00134.20
1344496964050,00059.90892792,00010.81965160,00332.56,00079.81,02546.00,00078.00,00004.74,00125.49,00084.00,01011.06,00133.08
1344496964203,00059.90892792,00010.81965160,00332.56,00079.81,02546.00,00078.00,00004.73,00125.15,00084.00,01011.20,00133.08
1344496964350,00059.90892792,00010.81965160,00332.56,00079.81,02536.00,00078.00,00004.73,00125.15,00084.00,01011.11,00133.08
1344496964501,00059.90892792,00010.81965160,00332.56,00079.81,02536.00,00078.00,00004.73,00125.15,00084.00,01011.10,00133.08
1344496964651,00059.90892792,00010.81965160,00332.56,00079.81,02536.00,00078.00,00004.73,00125.15,00084.00,01011.04,00133.08
1344496964801,00059.90892792,00010.81965160,00332.56,00079.81,02536.00,00078.00,00004.83,00127.70,00084.00,01011.13,00133.08
1344496964952,00059.90909576,00010.81944942,00332.64,00079.53,02536.00,00078.00,00004.83,00127.70,00084.00,01011.07,00132.36
1344496965101,00059.90909576,00010.81944942,00332.64,00079.53,02532.00,00078.00,00004.83,00127.70,00084.00,01011.07,00132.36
1344496965251,00059.90909576,00010.81944942,00332.64,00079.53,02532.00,00078.00,00004.83,00127.70,00084.00,01011.05,00132.36
1344496965402,00059.90909576,00010.81944942,00332.64,00079.53,02532.00,00078.00,00004.82,00127.50,00084.00,01011.05,00132.36
1344496965552,00059.90909576,00010.81944942,00332.64,00079.53,02526.00,00078.00,00004.82,00127.50,00084.00,01011.02,00132.36
1344496965702,00059.90909576,00010.81944942,00332.64,00079.53,02526.00,00077.00,00004.82,00127.50,00084.00,01011.12,00132.36
1344496965852,00059.90909576,00010.81944942,00332.64,00079.53,02526.00,00077.00,00004.82,00127.50,00083.00,01011.13,00132.36
1344496966003,00059.90927124,00010.81927109,00332.62,00078.64,02526.00,00077.00,00004.82,00128.85,00083.00,01011.02,00131.79
1344496966151,00059.90927124,00010.81927109,00332.62,00078.64,02526.00,00077.00,00004.87,00128.85,00083.00,01011.21,00131.79
1344496966302,00059.90927124,00010.81927109,00332.62,00078.64,02514.00,00077.00,00004.87,00128.85,00083.00,01011.04,00131.79
1344496966453,00059.90927124,00010.81927109,00332.62,00078.64,02514.00,00077.00,00004.87,00128.85,00083.00,01010.96,00131.79
1344496966603,00059.90927124,00010.81927109,00332.62,00078.64,02514.00,00077.00,00004.87,00128.85,00083.00,01011.14,00131.79
1344496966754,00059.90927124,00010.81927109,00332.62,00078.64,02514.00,00077.00,00005.08,00134.34,00083.00,01011.06,00131.79
1344496966902,00059.90944672,00010.81910419,00334.29,00078.14,02510.00,00077.00,00005.08,00134.34,00083.00,01011.00,00131.79
1344496967055,00059.90944672,00010.81910419,00334.29,00078.14,02510.00,00077.00,00005.08,00134.34,00083.00,01011.02,00131.44
1344496967203,00059.90944672,00010.81910419,00334.29,00078.14,02510.00,00077.00,00005.08,00134.34,00083.00,01011.04,00131.44
1344496967352,00059.90944672,00010.81910419,00334.29,00078.14,02510.00,00077.00,00005.30,00140.22,00083.00,01011.09,00131.44
1344496967503,00059.90944672,00010.81910419,00334.29,00078.14,02508.00,00077.00,00005.30,00140.22,00083.00,01011.11,00131.44
1344496967654,00059.90944672,00010.81910419,00334.29,00078.14,02508.00,00077.00,00005.30,00140.22,00083.00,01011.02,00131.44
1344496967803,00059.90944672,00010.81910419,00334.29,00078.14,02508.00,00077.00,00005.30,00140.22,00083.00,01011.07,00131.44
1344496967955,00059.90962982,00010.81894779,00336.26,00077.92,02508.00,00077.00,00005.30,00140.22,00082.00,01010.98,00131.19
1344496968106,00059.90962982,00010.81894779,00336.26,00077.92,02508.00,00077.00,00005.30,00140.11,00082.00,01011.03,00131.19
1344496968254,00059.90962982,00010.81894779,00336.26,00077.92,02496.00,00077.00,00005.30,00140.11,00082.00,01010.95,00131.19
1344496968404,00059.90962982,00010.81894779,00336.26,00077.92,02496.00,00077.00,00005.30,00140.11,00082.00,01011.02,00131.19
1344496968555,00059.90962982,00010.81894779,00336.26,00077.92,02496.00,00077.00,00005.30,00140.11,00082.00,01011.02,00131.19
1344496968706,00059.90962982,00010.81894779,00336.26,00077.92,02496.00,00077.00,00005.30,00140.11,00082.00,01011.04,00131.19
1344496968859,00059.90980911,00010.81880569,00338.40,00077.42,02500.00,00077.00,00005.40,00142.96,00082.00,01011.00,00131.19
1344496969009,00059.90980911,00010.81880569,00338.40,00077.42,02500.00,00077.00,00005.40,00142.96,00082.00,01010.96,00130.82
1344496969158,00059.90980911,00010.81880569,00338.40,00077.42,02500.00,00077.00,00005.40,00142.96,00082.00,01011.00,00130.82
1344496969307,00059.90980911,00010.81880569,00338.40,00077.42,02500.00,00077.00,00005.41,00143.19,00082.00,01010.93,00130.82
1344496969457,00059.90980911,00010.81880569,00338.40,00077.42,02490.00,00077.00,00005.41,00143.19,00082.00,01010.89,00130.82
1344496969606,00059.90980911,00010.81880569,00338.40,00077.42,02490.00,00077.00,00005.41,00143.19,00082.00,01011.04,00130.82
1344496969757,00059.90980911,00010.81880569,00338.40,00077.42,02490.00,00077.00,00005.41,00143.19,00081.00,01010.93,00130.82
1344496969908,00059.90998840,00010.81868172,00340.65,00076.99,02490.00,00077.00,00005.39,00143.19,00081.00,01010.95,00130.82
1344496970057,00059.90998840,00010.81868172,00340.65,00076.99,02490.00,00077.00,00005.39,00142.62,00081.00,01010.95,00130.42
1344496970209,00059.90998840,00010.81868172,00340.65,00076.99,02489.00,00076.00,00005.39,00142.62,00081.00,01011.06,00130.42
1344496970358,00059.90998840,00010.81868172,00340.65,00076.99,02489.00,00076.00,00005.39,00142.62,00081.00,01011.00,00130.42
1344496970511,00059.90998840,00010.81868172,00340.65,00076.99,02489.00,00076.00,00005.39,00142.62,00081.00,01010.98,00130.42
1344496970664,00059.90998840,00010.81868172,00340.65,00076.99,02489.00,00076.00,00005.46,00144.43,00081.00,01010.88,00130.42
1344496970811,00059.90998840,00010.81868172,00340.65,00076.99,02490.00,00076.00,00005.46,00144.43,00081.00,01010.92,00130.42
1344496970959,00059.91016769,00010.81857491,00342.85,00075.93,02490.00,00076.00,00005.46,00144.43,00081.00,01010.85,00130.11
1344496971112,00059.91016769,00010.81857491,00342.85,00075.93,02490.00,00076.00,00005.46,00144.43,00081.00,01010.89,00130.11
1344496971259,00059.91016769,00010.81857491,00342.85,00075.93,02490.00,00076.00,00005.46,00144.49,00081.00,01010.94,00130.11
1344496971410,00059.91016769,00010.81857491,00342.85,00075.93,02489.00,00076.00,00005.46,00144.49,00081.00,01010.85,00130.11
1344496971560,00059.91016769,00010.81857491,00342.85,00075.93,02489.00,00076.00,00005.46,00144.49,00081.00,01010.90,00130.11
1344496971710,00059.91016769,00010.81857491,00342.85,00075.93,02489.00,00076.00,00005.46,00144.49,00081.00,01010.95,00130.11
1344496971862,00059.91035080,00010.81846714,00344.29,00075.66,02489.00,00076.00,00005.46,00144.43,00081.00,01010.85,00130.11
1344496972011,00059.91035080,00010.81846714,00344.29,00075.66,02483.00,00076.00,00005.46,00144.43,00081.00,01010.85,00129.71
1344496972162,00059.91035080,00010.81846714,00344.29,00075.66,02483.00,00076.00,00005.46,00144.43,00081.00,01010.91,00129.71
1344496972311,00059.91035080,00010.81846714,00344.29,00075.66,02483.00,00076.00,00005.46,00144.43,00081.00,01010.83,00129.71
1344496972463,00059.91035080,00010.81846714,00344.29,00075.66,02483.00,00076.00,00005.46,00144.43,00081.00,01010.94,00129.71
1344496972610,00059.91035080,00010.81846714,00344.29,00075.66,02483.00,00076.00,00005.45,00144.09,00081.00,01010.97,00129.71
1344496972761,00059.91035080,00010.81846714,00344.29,00075.66,02482.00,00076.00,00005.45,00144.09,00081.00,01010.86,00129.71
1344496972911,00059.91053391,00010.81835651,00344.82,00076.16,02482.00,00076.00,00005.45,00144.09,00081.00,01010.79,00129.71
1344496973061,00059.91053391,00010.81835651,00344.82,00076.16,02482.00,00076.00,00005.45,00144.09,00081.00,01010.80,00129.19
1344496973211,00059.91053391,00010.81835651,00344.82,00076.16,02482.00,00076.00,00005.45,00144.03,00081.00,01010.86,00129.19
1344496973361,00059.91053391,00010.81835651,00344.82,00076.16,02482.00,00076.00,00005.45,00144.03,00081.00,01010.96,00129.19
1344496973513,00059.91053391,00010.81835651,00344.82,00076.16,02482.00,00076.00,00005.45,00144.03,00081.00,01010.95,00129.19
1344496973665,00059.91053391,00010.81835651,00344.82,00076.16,02482.00,00076.00,00005.45,00144.03,00080.00,01010.83,00129.19
1344496973812,00059.91053391,00010.81835651,00344.82,00076.16,02482.00,00076.00,00005.45,00144.03,00080.00,01010.78,00129.19
1344496973961,00059.91071701,00010.81824780,00346.18,00076.21,02482.00,00076.00,00005.45,00144.03,00080.00,01010.81,00128.50
1344496974112,00059.91071701,00010.81824780,00346.18,00076.21,02479.00,00076.00,00005.45,00144.03,00080.00,01010.69,00128.50
