Time, Lat, Lon, Bearing, GPS Speed, Revs(rpm),Speed(km/h),LPK(l/100km),CO2(g/km),Coolant(°C),Baro(mb),GPS Height(m)
1344496543486,00059.84660721,00010.82881260,00336.67,00047.47,01195.00,00046.00,00003.86,00102.08,00042.00,01001.85,00190.01
1344496543636,00059.84660721,00010.82881260,00336.67,00047.47,01195.00,00046.00,00003.86,00102.08,00042.00,01001.83,00190.01
1344496543790,00059.84660721,00010.82881260,00336.67,00047.47,01195.00,00046.00,00003.86,00102.08,00043.00,01001.92,00190.01
1344496543944,00059.84671402,00010.82870674,00333.97,00046.29,01195.00,00046.00,00002.34,00061.79,00043.00,01001.90,00190.27
1344496544087,00059.84671402,00010.82870674,00333.97,00046.29,02295.00,00046.00,00002.34,00061.79,00043.00,01001.83,00190.27
1344496544236,00059.84671402,00010.82870674,00333.97,00046.29,02295.00,00043.00,00002.34,00061.79,00043.00,01001.87,00190.27
1344496544385,00059.84671402,00010.82870674,00333.97,00046.29,02295.00,00043.00,00002.34,00061.79,00043.00,01001.89,00190.27
1344496544537,00059.84671402,00010.82870674,00333.97,00046.29,02295.00,00043.00,00002.34,00061.79,00043.00,01001.95,00190.27
1344496544686,00059.84671402,00010.82870674,00333.97,00046.29,02295.00,00043.00,00005.95,00157.41,00043.00,01001.71,00190.27
1344496544836,00059.84681320,00010.82859039,00332.61,00043.90,02238.00,00043.00,00005.95,00157.41,00043.00,01001.93,00190.27
1344496544986,00059.84681320,00010.82859039,00332.61,00043.90,02238.00,00042.00,00005.95,00157.41,00043.00,01001.95,00190.06
1344496545137,00059.84681320,00010.82859039,00332.61,00043.90,02238.00,00042.00,00005.95,00157.41,00043.00,01001.90,00190.06
1344496545285,00059.84681320,00010.82859039,00332.61,00043.90,02238.00,00042.00,00005.94,00157.15,00043.00,01001.86,00190.06
1344496545438,00059.84681320,00010.82859039,00332.61,00043.90,02238.00,00042.00,00005.94,00157.15,00043.00,01001.89,00190.06
1344496545587,00059.84681320,00010.82859039,00332.61,00043.90,02223.00,00042.00,00005.94,00157.15,00043.00,01001.86,00190.06
1344496545740,00059.84681320,00010.82859039,00332.61,00043.90,02223.00,00042.00,00005.94,00157.15,00043.00,01001.76,00190.06
1344496545887,00059.84690094,00010.82847786,00332.15,00042.81,02223.00,00042.00,00005.94,00157.15,00043.00,01001.80,00189.37
1344496546040,00059.84690094,00010.82847786,00332.15,00042.81,02223.00,00042.00,00005.94,00157.15,00043.00,01001.94,00189.37
1344496546193,00059.84690094,00010.82847786,00332.15,00042.81,02223.00,00042.00,00005.94,00157.15,00044.00,01001.76,00189.37
1344496546342,00059.84690094,00010.82847786,00332.15,00042.81,02223.00,00042.00,00005.94,00157.15,00044.00,01001.84,00189.37
1344496546490,00059.84690094,00010.82847786,00332.15,00042.81,02212.00,00042.00,00006.09,00161.13,00044.00,01001.91,00189.37
1344496546639,00059.84690094,00010.82847786,00332.15,00042.81,02212.00,00042.00,00006.09,00161.13,00044.00,01001.91,00189.37
1344496546790,00059.84690094,00010.82847786,00332.15,00042.81,02212.00,00042.00,00006.09,00161.13,00044.00,01001.96,00189.37
1344496546939,00059.84699631,00010.82836914,00334.25,00041.66,02212.00,00042.00,00006.09,00161.13,00044.00,01001.82,00188.38
1344496547090,00059.84699631,00010.82836914,00334.25,00041.66,02212.00,00042.00,00005.49,00145.31,00044.00,01001.96,00188.38
1344496547239,00059.84699631,00010.82836914,00334.25,00041.66,02212.00,00042.00,00005.49,00145.31,00044.00,01001.81,00188.38
1344496547390,00059.84699631,00010.82836914,00334.25,00041.66,02220.00,00042.00,00005.49,00145.31,00044.00,01001.93,00188.38
1344496547542,00059.84699631,00010.82836914,00334.25,00041.66,02220.00,00042.00,00005.49,00145.31,00044.00,01001.81,00188.38
1344496547689,00059.84699631,00010.82836914,00334.25,00041.66,02220.00,00042.00,00005.49,00145.31,00044.00,01001.87,00188.38
1344496547842,00059.84709167,00010.82833290,00355.96,00039.26,02220.00,00042.00,00005.13,00135.77,00044.00,01001.92,00188.38
1344496547991,00059.84709167,00010.82833290,00355.96,00039.26,02235.00,00042.00,00005.13,00135.77,00044.00,01001.94,00188.20
1344496548142,00059.84709167,00010.82833290,00355.96,00039.26,02235.00,00042.00,00005.13,00135.77,00044.00,01001.89,00188.20
1344496548296,00059.84709167,00010.82833290,00355.96,00039.26,02235.00,00042.00,00005.13,00135.77,00044.00,01001.94,00188.20
1344496548442,00059.84709167,00010.82833290,00355.96,00039.26,02235.00,00042.00,00005.13,00135.77,00044.00,01002.00,00188.20
1344496548595,00059.84709167,00010.82833290,00355.96,00039.26,02235.00,00042.00,00005.13,00135.77,00044.00,01001.93,00188.20
1344496548744,00059.84709167,00010.82833290,00355.96,00039.26,02235.00,00042.00,00005.13,00135.77,00045.00,01001.87,00188.20
1344496548893,00059.84719086,00010.82835579,00009.08,00043.74,02235.00,00042.00,00004.98,00131.63,00045.00,01001.95,00188.25
1344496549043,00059.84719086,00010.82835579,00009.08,00043.74,02283.00,00042.00,00004.98,00131.63,00045.00,01001.96,00188.25
1344496549194,00059.84719086,00010.82835579,00009.08,00043.74,02283.00,00043.00,00004.98,00131.63,00045.00,01002.03,00188.25
1344496549343,00059.84719086,00010.82835579,00009.08,00043.74,02283.00,00043.00,00004.98,00131.63,00045.00,01002.01,00188.25
1344496549494,00059.84719086,00010.82835579,00009.08,00043.74,02283.00,00043.00,00004.98,00131.63,00045.00,01001.97,00188.25
1344496549643,00059.84719086,00010.82835579,00009.08,00043.74,02283.00,00043.00,00005.16,00136.38,00045.00,01002.09,00188.25
1344496549793,00059.84719086,00010.82835579,00009.08,00043.74,02332.00,00043.00,00005.16,00136.38,00045.00,01002.04,00188.25
1344496549942,00059.84729385,00010.82840443,00012.21,00042.93,02332.00,00043.00,00005.16,00136.38,00045.00,01002.05,00187.87
1344496550092,00059.84729385,00010.82840443,00012.21,00042.93,02332.00,00043.00,00005.16,00136.38,00045.00,01002.01,00187.87
1344496550243,00059.84729385,00010.82840443,00012.21,00042.93,02332.00,00043.00,00005.16,00136.38,00045.00,01002.12,00187.87
1344496550393,00059.84729385,00010.82840443,00012.21,00042.93,02344.00,00043.00,00007.41,00196.06,00045.00,01002.04,00187.87
1344496550542,00059.84729385,00010.82840443,00012.21,00042.93,02344.00,00043.00,00007.41,00196.06,00045.00,01002.12,00187.87
1344496550693,00059.84729385,00010.82840443,00012.21,00042.93,02344.00,00044.00,00007.41,00196.06,00045.00,01002.06,00187.87
1344496550843,00059.84740067,00010.82847214,00014.74,00042.42,02344.00,00044.00,00007.41,00196.06,00045.00,01002.11,00187.87
1344496550994,00059.84740067,00010.82847214,00014.74,00042.42,02344.00,00044.00,00007.41,00196.06,00045.00,01002.04,00187.11
1344496551143,00059.84740067,00010.82847214,00014.74,00042.42,02344.00,00044.00,00007.41,00196.06,00045.00,01002.13,00187.11
1344496551296,00059.84740067,00010.82847214,00014.74,00042.42,02344.00,00044.00,00004.41,00116.57,00045.00,01002.19,00187.11
1344496551444,00059.84740067,00010.82847214,00014.74,00042.42,02344.00,00044.00,00004.41,00116.57,00045.00,01002.11,00187.11
1344496551595,00059.84740067,00010.82847214,00014.74,00042.42,01464.00,00044.00,00004.41,00116.57,00045.00,01002.20,00187.11
1344496551745,00059.84740067,00010.82847214,00014.74,00042.42,01464.00,00046.00,00004.41,00116.57,00045.00,01002.23,00187.11
1344496551895,00059.84751511,00010.82855034,00016.01,00043.33,01464.00,00046.00,00004.41,00116.57,00045.00,01002.12,00185.90
1344496552044,00059.84751511,00010.82855034,00016.01,00043.33,01464.00,00046.00,00004.41,00116.57,00045.00,01002.22,00185.90
1344496552196,00059.84751511,00010.82855034,00016.01,00043.33,01464.00,00046.00,00004.24,00112.03,00045.00,01002.20,00185.90
1344496552346,00059.84751511,00010.82855034,00016.01,00043.33,01890.00,00046.00,00004.24,00112.03,00045.00,01002.22,00185.90
1344496552496,00059.84751511,00010.82855034,00016.01,00043.33,01890.00,00046.00,00004.24,00112.03,00045.00,01002.22,00185.90
1344496552646,00059.84751511,00010.82855034,00016.01,00043.33,01890.00,00046.00,00004.24,00112.03,00045.00,01002.33,00185.90
1344496552796,00059.84751511,00010.82855034,00016.01,00043.33,01890.00,00046.00,00005.32,00140.72,00045.00,01002.29,00185.90
1344496552946,00059.84762573,00010.82863235,00015.40,00043.74,01890.00,00046.00,00005.32,00140.72,00045.00,01002.32,00185.07
1344496553098,00059.84762573,00010.82863235,00015.40,00043.74,01957.00,00046.00,00005.32,00140.72,00045.00,01002.20,00185.07
1344496553245,00059.84762573,00010.82863235,00015.40,00043.74,01957.00,00048.00,00005.32,00140.72,00045.00,01002.49,00185.07
1344496553397,00059.84762573,00010.82863235,00015.40,00043.74,01957.00,00048.00,00005.32,00140.72,00045.00,01002.22,00185.07
1344496553547,00059.84762573,00010.82863235,00015.40,00043.74,01957.00,00048.00,00005.32,00140.72,00045.00,01002.42,00185.07
1344496553696,00059.84762573,00010.82863235,00015.40,00043.74,01957.00,00048.00,00005.32,00140.72,00045.00,01002.34,00185.07
1344496553846,00059.84774399,00010.82869816,00012.87,00046.72,01957.00,00048.00,00005.32,00140.72,00045.00,01002.44,00185.07
1344496553999,00059.84774399,00010.82869816,00012.87,00046.72,01957.00,00048.00,00004.25,00112.49,00045.00,01002.42,00184.26
1344496554147,00059.84774399,00010.82869816,00012.87,00046.72,02016.00,00048.00,00004.25,00112.49,00045.00,01002.40,00184.26
1344496554296,00059.84774399,00010.82869816,00012.87,00046.72,02016.00,00049.00,00004.25,00112.49,00045.00,01002.38,00184.26
1344496554445,00059.84774399,00010.82869816,00012.87,00046.72,02016.00,00049.00,00004.25,00112.49,00045.00,01002.35,00184.26
1344496554596,00059.84774399,00010.82869816,00012.87,00046.72,02016.00,00049.00,00004.00,00105.68,00045.00,01002.36,00184.26
1344496554747,00059.84774399,00010.82869816,00012.87,00046.72,02016.00,00049.00,00004.00,00105.68,00045.00,01002.50,00184.26
1344496554898,00059.84786606,00010.82874775,00010.46,00047.33,02031.00,00050.00,00004.00,00105.68,00045.00,01002.49,00184.26
1344496555047,00059.84786606,00010.82874775,00010.46,00047.33,02031.00,00050.00,00004.00,00105.68,00045.00,01002.57,00183.50
1344496555197,00059.84786606,00010.82874775,00010.46,00047.33,02031.00,00050.00,00004.00,00105.68,00045.00,01002.44,00183.50
1344496555347,00059.84786606,00010.82874775,00010.46,00047.33,02031.00,00050.00,00003.21,00085.02,00045.00,01002.43,00183.50
1344496555498,00059.84786606,00010.82874775,00010.46,00047.33,02080.00,00050.00,00003.21,00085.02,00045.00,01002.52,00183.50
1344496555646,00059.84786606,00010.82874775,00010.46,00047.33,02080.00,00050.00,00003.21,00085.02,00045.00,01002.51,00183.50
1344496555800,00059.84786606,00010.82874775,00010.46,00047.33,02080.00,00050.00,00003.21,00085.02,00045.00,01002.53,00183.50
1344496555946,00059.84798431,00010.82877922,00008.70,00047.26,02080.00,00050.00,00003.21,00085.02,00045.00,01002.52,00182.88
1344496556098,00059.84798431,00010.82877922,00008.70,00047.26,02080.00,00050.00,00003.21,00085.02,00045.00,01002.60,00182.88
1344496556246,00059.84798431,00010.82877922,00008.70,00047.26,02080.00,00050.00,00003.21,00085.02,00046.00,01002.54,00182.88
1344496556397,00059.84798431,00010.82877922,00008.70,00047.26,02080.00,00050.00,00002.99,00079.15,00046.00,01002.55,00182.88
1344496556549,00059.84798431,00010.82877922,00008.70,00047.26,02080.00,00050.00,00002.99,00079.15,00046.00,01002.52,00182.88
1344496556699,00059.84798431,00010.82877922,00008.70,00047.26,02087.00,00051.00,00002.99,00079.15,00046.00,01002.59,00182.88
1344496556849,00059.84811020,00010.82880020,00005.91,00050.36,02087.00,00051.00,00002.99,00079.15,00046.00,01002.69,00182.88
1344496557009,00059.84811020,00010.82880020,00005.91,00050.36,02087.00,00051.00,00002.99,00079.15,00046.00,01002.70,00182.35
1344496557150,00059.84811020,00010.82880020,00005.91,00050.36,02087.00,00051.00,00002.94,00077.86,00046.00,01002.57,00182.35
1344496557303,00059.84811020,00010.82880020,00005.91,00050.36,02082.00,00051.00,00002.94,00077.86,00046.00,01002.61,00182.35
1344496557450,00059.84811020,00010.82880020,00005.91,00050.36,02082.00,00051.00,00002.94,00077.86,00046.00,01002.80,00182.35
1344496557603,00059.84811020,00010.82880020,00005.91,00050.36,02082.00,00051.00,00002.94,00077.86,00046.00,01002.72,00182.35
1344496557751,00059.84811020,00010.82880020,00005.91,00050.36,02082.00,00051.00,00002.94,00077.86,00046.00,01002.67,00182.35
1344496557903,00059.84824371,00010.82880974,00003.83,00050.62,02082.00,00051.00,00003.23,00085.44,00046.00,01002.63,00182.35
1344496558052,00059.84824371,00010.82880974,00003.83,00050.62,02067.00,00051.00,00003.23,00085.44,00046.00,01002.67,00182.10
1344496558202,00059.84824371,00010.82880974,00003.83,00050.62,02067.00,00050.00,00003.23,00085.44,00046.00,01002.63,00182.10
1344496558352,00059.84824371,00010.82880974,00003.83,00050.62,02067.00,00050.00,00003.23,00085.44,00046.00,01002.70,00182.10
1344496558502,00059.84824371,00010.82880974,00003.83,00050.62,02067.00,00050.00,00003.23,00085.44,00046.00,01002.73,00182.10
1344496558652,00059.84824371,00010.82880974,00003.83,00050.62,02067.00,00050.00,00003.23,00085.44,00046.00,01002.54,00182.10
1344496558803,00059.84824371,00010.82880974,00003.83,00050.62,02067.00,00050.00,00003.23,00085.44,00046.00,01002.67,00182.10
1344496558952,00059.84837341,00010.82879829,00000.58,00050.84,02067.00,00050.00,00003.23,00085.44,00047.00,01002.81,00181.89
1344496559103,00059.84837341,00010.82879829,00000.58,00050.84,02027.00,00050.00,00003.87,00102.26,00047.00,01002.72,00181.89
1344496559252,00059.84837341,00010.82879829,00000.58,00050.84,02027.00,00050.00,00003.87,00102.26,00047.00,01002.72,00181.89
1344496559405,00059.84837341,00010.82879829,00000.58,00050.84,02027.00,00049.00,00003.87,00102.26,00047.00,01002.72,00181.89
1344496559553,00059.84837341,00010.82879829,00000.58,00050.84,02027.00,00049.00,00003.87,00102.26,00047.00,01002.75,00181.89
1344496559705,00059.84837341,00010.82879829,00000.58,00050.84,02027.00,00049.00,00004.31,00102.26,00047.00,01002.74,00181.89
1344496559855,00059.84850311,00010.82876587,00356.93,00049.00,02001.00,00049.00,00004.31,00114.13,00047.00,01002.79,00181.89
1344496560007,00059.84850311,00010.82876587,00356.93,00049.00,02001.00,00049.00,00004.31,00114.13,00047.00,01002.69,00181.63
1344496560155,00059.84850311,00010.82876587,00356.93,00049.00,02001.00,00049.00,00004.31,00114.13,00047.00,01002.84,00181.63
1344496560306,00059.84850311,00010.82876587,00356.93,00049.00,02001.00,00049.00,00004.31,00114.13,00047.00,01002.85,00181.63
1344496560455,00059.84850311,00010.82876587,00356.93,00049.00,02001.00,00049.00,00004.70,00124.32,00047.00,01002.74,00181.63
1344496560607,00059.84850311,00010.82876587,00356.93,00049.00,02014.00,00049.00,00004.70,00124.32,00047.00,01002.78,00181.63
1344496560756,00059.84850311,00010.82876587,00356.93,00049.00,02014.00,00049.00,00004.70,00124.32,00047.00,01002.74,00181.63
1344496560905,00059.84862137,00010.82870865,00353.10,00049.94,02014.00,00049.00,00004.70,00124.32,00047.00,01002.68,00181.63
1344496561056,00059.84862137,00010.82870865,00353.10,00049.94,02014.00,00049.00,00004.70,00124.32,00047.00,01002.76,00181.72
1344496561206,00059.84862137,00010.82870865,00353.10,00049.94,02014.00,00049.00,00004.70,00124.32,00047.00,01002.81,00181.72
1344496561356,00059.84862137,00010.82870865,00353.10,00049.94,02014.00,00049.00,00004.70,00124.32,00047.00,01002.74,00181.72
1344496561507,00059.84862137,00010.82870865,00353.10,00049.94,02014.00,00049.00,00005.17,00136.86,00047.00,01002.70,00181.72
1344496561656,00059.84862137,00010.82870865,00353.10,00049.94,02014.00,00049.00,00005.17,00136.86,00047.00,01002.76,00181.72
1344496561809,00059.84862137,00010.82870865,00353.10,00049.94,01992.00,00048.00,00005.17,00136.86,00047.00,01002.65,00181.72
1344496561958,00059.84872818,00010.82862186,00349.46,00049.65,01992.00,00048.00,00005.17,00136.86,00047.00,01002.67,00182.18
1344496562109,00059.84872818,00010.82862186,00349.46,00049.65,01992.00,00048.00,00005.17,00136.86,00047.00,01002.79,00182.18
1344496562259,00059.84872818,00010.82862186,00349.46,00049.65,01992.00,00048.00,00005.37,00142.13,00047.00,01002.85,00182.18
1344496562409,00059.84872818,00010.82862186,00349.46,00049.65,01972.00,00048.00,00005.37,00142.13,00047.00,01002.71,00182.18
1344496562560,00059.84872818,00010.82862186,00349.46,00049.65,01972.00,00048.00,00005.37,00142.13,00047.00,01002.72,00182.18
1344496562714,00059.84872818,00010.82862186,00349.46,00049.65,01972.00,00048.00,00005.37,00142.13,00047.00,01002.77,00182.18
1344496562859,00059.84884262,00010.82851887,00345.61,00049.09,01972.00,00048.00,00005.37,00142.13,00047.00,01002.80,00182.53
1344496563010,00059.84884262,00010.82851887,00345.61,00049.09,01972.00,00048.00,00005.32,00140.71,00047.00,01002.78,00182.53
1344496563160,00059.84884262,00010.82851887,00345.61,00049.09,01971.00,00048.00,00005.32,00140.71,00047.00,01002.77,00182.53
1344496563309,00059.84884262,00010.82851887,00345.61,00049.09,01971.00,00048.00,00005.32,00140.71,00047.00,01002.88,00182.53
1344496563460,00059.84884262,00010.82851887,00345.61,00049.09,01971.00,00048.00,00005.32,00140.71,00047.00,01002.78,00182.53
1344496563615,00059.84884262,00010.82851887,00345.61,00049.09,01971.00,00048.00,00005.32,00140.71,00047.00,01002.75,00182.53
1344496563761,00059.84884262,00010.82851887,00345.61,00049.09,01971.00,00048.00,00005.32,00140.71,00047.00,01002.82,00182.53
1344496563910,00059.84894943,00010.82840729,00342.53,00048.55,01971.00,00048.00,00005.32,00140.71,00048.00,01002.86,00183.01
1344496564061,00059.84894943,00010.82840729,00342.53,00048.55,01971.00,00048.00,00005.32,00140.71,00048.00,01002.73,00183.01
1344496564210,00059.84894943,00010.82840729,00342.53,00048.55,01919.00,00048.00,00002.95,00078.13,00048.00,01002.74,00183.01
1344496564365,00059.84894943,00010.82840729,00342.53,00048.55,01919.00,00048.00,00002.95,00078.13,00048.00,01002.75,00183.01
1344496564510,00059.84894943,00010.82840729,00342.53,00048.55,01919.00,00047.00,00002.95,00078.13,00048.00,01002.78,00183.01
1344496564661,00059.84894943,00010.82840729,00342.53,00048.55,01919.00,00047.00,00002.95,00078.13,00048.00,01002.88,00183.01
1344496564812,00059.84894943,00010.82840729,00342.53,00048.55,01919.00,00047.00,00003.08,00081.57,00048.00,01002.84,00183.01
1344496564960,00059.84906387,00010.82828522,00340.42,00048.55,01464.00,00047.00,00003.08,00081.57,00048.00,01002.70,00183.85
1344496565113,00059.84906387,00010.82828522,00340.42,00048.55,01464.00,00046.00,00003.08,00081.57,00048.00,01002.81,00183.85
1344496565261,00059.84906387,00010.82828522,00340.42,00048.55,01464.00,00046.00,00003.08,00081.57,00048.00,01002.88,00183.85
1344496565410,00059.84906387,00010.82828522,00340.42,00048.55,01464.00,00046.00,00003.08,00081.57,00048.00,01002.90,00183.85
1344496565563,00059.84906387,00010.82828522,00340.42,00048.55,01464.00,00046.00,00003.32,00087.81,00048.00,01003.00,00183.85
1344496565713,00059.84906387,00010.82828522,00340.42,00048.55,01108.00,00046.00,00003.32,00087.81,00048.00,01002.88,00183.85
1344496565862,00059.84915924,00010.82816792,00338.83,00047.32,01108.00,00046.00,00003.32,00087.81,00048.00,01003.02,00184.84
1344496566014,00059.84915924,00010.82816792,00338.83,00047.32,01108.00,00046.00,00003.32,00087.81,00048.00,01002.83,00184.84
1344496566163,00059.84915924,00010.82816792,00338.83,00047.32,01108.00,00046.00,00003.32,00087.81,00048.00,01002.81,00184.84
1344496566314,00059.84915924,00010.82816792,00338.83,00047.32,01108.00,00046.00,00003.32,00087.81,00048.00,01002.97,00184.84
1344496566464,00059.84915924,00010.82816792,00338.83,00047.32,01108.00,00046.00,00003.32,00087.81,00048.00,01003.03,00184.84
1344496566615,00059.84915924,00010.82816792,00338.83,00047.32,01108.00,00046.00,00001.73,00045.83,00048.00,01002.92,00184.84
1344496566766,00059.84915924,00010.82816792,00338.83,00047.32,02283.00,00046.00,00001.73,00045.83,00048.00,01003.05,00184.84
1344496566916,00059.84925461,00010.82806110,00337.42,00044.26,02283.00,00043.00,00001.73,00045.83,00048.00,01002.96,00185.67
1344496567065,00059.84925461,00010.82806110,00337.42,00044.26,02283.00,00043.00,00001.73,00045.83,00048.00,01002.99,00185.67
1344496567217,00059.84925461,00010.82806110,00337.42,00044.26,02283.00,00043.00,00001.73,00045.83,00048.00,01002.81,00185.67
1344496567366,00059.84925461,00010.82806110,00337.42,00044.26,02283.00,00043.00,00004.01,00106.07,00048.00,01003.00,00185.67
1344496567515,00059.84925461,00010.82806110,00337.42,00044.26,02249.00,00043.00,00004.01,00106.07,00048.00,01003.03,00185.67
1344496567665,00059.84925461,00010.82806110,00337.42,00044.26,02249.00,00043.00,00004.01,00106.07,00048.00,01003.02,00185.67
1344496567818,00059.84925461,00010.82806110,00337.42,00044.26,02249.00,00043.00,00004.01,00106.07,00048.00,01002.90,00185.67
1344496567965,00059.84935760,00010.82794762,00336.75,00043.43,02249.00,00043.00,00003.95,00104.49,00048.00,01002.94,00186.92
1344496568116,00059.84935760,00010.82794762,00336.75,00043.43,01701.00,00043.00,00003.95,00104.49,00048.00,01002.93,00186.92
1344496568265,00059.84935760,00010.82794762,00336.75,00043.43,01701.00,00043.00,00003.95,00104.49,00048.00,01003.14,00186.92
1344496568415,00059.84935760,00010.82794762,00336.75,00043.43,01701.00,00042.00,00003.95,00104.49,00048.00,01002.97,00186.92
1344496568566,00059.84935760,00010.82794762,00336.75,00043.43,01701.00,00042.00,00003.95,00104.49,00048.00,01003.01,00186.92
1344496568718,00059.84935760,00010.82794762,00336.75,00043.43,01701.00,00042.00,00003.95,00104.49,00048.00,01003.15,00186.92
1344496568865,00059.84946442,00010.82783318,00336.19,00042.60,01701.00,00042.00,00003.95,00104.49,00049.00,01002.95,00187.41
1344496569019,00059.84946442,00010.82783318,00336.19,00042.60,01701.00,00042.00,00004.52,00104.49,00049.00,01003.11,00187.41
1344496569169,00059.84946442,00010.82783318,00336.19,00042.60,01701.00,00042.00,00004.52,00119.44,00049.00,01003.00,00187.41
1344496569315,00059.84946442,00010.82783318,00336.19,00042.60,00866.00,00042.00,00004.52,00119.44,00049.00,01003.01,00187.41
1344496569465,00059.84946442,00010.82783318,00336.19,00042.60,00866.00,00040.00,00004.52,00119.44,00049.00,01002.92,00187.41
1344496569617,00059.84946442,00010.82783318,00336.19,00042.60,00866.00,00040.00,00004.52,00119.44,00049.00,01003.10,00187.41
1344496569766,00059.84946442,00010.82783318,00336.19,00042.60,00866.00,00040.00,00002.57,00067.97,00049.00,01003.20,00187.41
1344496569915,00059.84955215,00010.82774258,00335.72,00040.48,01443.00,00040.00,00002.57,00067.97,00049.00,01003.02,00187.43
1344496570066,00059.84955215,00010.82774258,00335.72,00040.48,01443.00,00040.00,00002.57,00067.97,00049.00,01003.01,00187.43
1344496570218,00059.84955215,00010.82774258,00335.72,00040.48,01443.00,00037.00,00002.57,00067.97,00049.00,01003.13,00187.43
1344496570367,00059.84955215,00010.82774258,00335.72,00040.48,01443.00,00037.00,00002.57,00067.97,00049.00,01003.10,00187.43
1344496570517,00059.84955215,00010.82774258,00335.72,00040.48,01443.00,00037.00,00002.81,00074.21,00049.00,01003.03,00187.43
1344496570668,00059.84955215,00010.82774258,00335.72,00040.48,02604.00,00037.00,00002.81,00074.21,00049.00,01003.24,00187.43
1344496570821,00059.84965134,00010.82765484,00337.53,00038.71,02604.00,00034.00,00002.81,00074.21,00049.00,01002.93,00187.43
1344496570971,00059.84965134,00010.82765484,00337.53,00038.71,02604.00,00034.00,00002.81,00074.21,00049.00,01003.17,00187.25
1344496571118,00059.84965134,00010.82765484,00337.53,00038.71,02604.00,00034.00,00002.81,00074.21,00049.00,01003.12,00187.25
1344496571269,00059.84965134,00010.82765484,00337.53,00038.71,02604.00,00034.00,00002.81,00074.21,00049.00,01003.12,00187.25
1344496571418,00059.84965134,00010.82765484,00337.53,00038.71,02604.00,00034.00,00002.81,00074.21,00049.00,01003.14,00187.25
1344496571575,00059.84965134,00010.82765484,00337.53,00038.71,02604.00,00034.00,00005.78,00153.01,00049.00,01003.17,00187.25
1344496571721,00059.84965134,00010.82765484,00337.53,00038.71,02347.00,00034.00,00005.78,00153.01,00049.00,01003.23,00187.25
1344496571869,00059.84974289,00010.82758141,00340.73,00035.17,02347.00,00031.00,00005.78,00153.01,00049.00,01003.15,00187.18
1344496572019,00059.84974289,00010.82758141,00340.73,00035.17,02347.00,00031.00,00005.78,00153.01,00049.00,01003.19,00187.18
1344496572171,00059.84974289,00010.82758141,00340.73,00035.17,02347.00,00031.00,00005.78,00153.01,00049.00,01003.25,00187.18
1344496572319,00059.84974289,00010.82758141,00340.73,00035.17,02347.00,00031.00,00005.72,00151.26,00049.00,01003.17,00187.18
1344496572468,00059.84974289,00010.82758141,00340.73,00035.17,02175.00,00031.00,00005.72,00151.26,00049.00,01003.25,00187.18
1344496572648,00059.84974289,00010.82758141,00340.73,00035.17,02175.00,00028.00,00005.72,00151.26,00049.00,01003.16,00187.18
1344496572798,00059.84974289,00010.82758141,00340.73,00035.17,02175.00,00028.00,00005.72,00151.26,00049.00,01003.01,00187.18
1344496572948,00059.84982681,00010.82757092,00358.87,00031.19,02175.00,00028.00,00005.72,00151.26,00049.00,01003.13,00187.14
1344496573099,00059.84982681,00010.82757092,00358.87,00031.19,02175.00,00028.00,00005.87,00155.19,00049.00,01003.14,00187.14
1344496573247,00059.84982681,00010.82757092,00358.87,00031.19,02023.00,00028.00,00005.87,00155.19,00049.00,01003.28,00187.14
1344496573398,00059.84982681,00010.82757092,00358.87,00031.19,02023.00,00027.00,00005.87,00155.19,00049.00,01003.10,00187.14
1344496573547,00059.84982681,00010.82757092,00358.87,00031.19,02023.00,00027.00,00005.87,00155.19,00049.00,01003.19,00187.14
1344496573698,00059.84982681,00010.82757092,00358.87,00031.19,02023.00,00027.00,00005.87,00155.19,00049.00,01003.21,00187.14
1344496573849,00059.84988022,00010.82758617,00000.89,00029.18,02023.00,00027.00,00005.87,00155.19,00049.00,01003.26,00187.14
1344496573997,00059.84988022,00010.82758617,00000.89,00029.18,02023.00,00027.00,00005.87,00155.19,00050.00,01003.32,00187.04
1344496574147,00059.84988022,00010.82758617,00000.89,00029.18,02023.00,00027.00,00005.39,00142.56,00050.00,01003.24,00187.04
1344496574299,00059.84988022,00010.82758617,00000.89,00029.18,01845.00,00027.00,00005.39,00142.56,00050.00,01003.28,00187.04
1344496574448,00059.84988022,00010.82758617,00000.89,00029.18,01845.00,00025.00,00005.39,00142.56,00050.00,01003.18,00187.04
1344496574598,00059.84988022,00010.82758617,00000.89,00029.18,01845.00,00025.00,00005.39,00142.56,00050.00,01003.23,00187.04
1344496574750,00059.84988022,00010.82758617,00000.89,00029.18,01845.00,00025.00,00008.49,00224.67,00050.00,01003.23,00187.04
1344496574900,00059.84994125,00010.82760048,00004.15,00025.01,01845.00,00025.00,00008.49,00224.67,00050.00,01003.14,00186.85
1344496575051,00059.84994125,00010.82760048,00004.15,00025.01,01840.00,00025.00,00008.49,00224.67,00050.00,01003.22,00186.85
1344496575199,00059.84994125,00010.82760048,00004.15,00025.01,01840.00,00025.00,00008.49,00224.67,00050.00,01003.26,00186.85
1344496575349,00059.84994125,00010.82760048,00004.15,00025.01,01840.00,00025.00,00008.49,00224.67,00050.00,01003.25,00186.85
1344496575498,00059.84994125,00010.82760048,00004.15,00025.01,01840.00,00025.00,00008.49,00224.67,00050.00,01003.07,00186.85
