time, voltage, current, dt, dah, dwh, useah, usewh, chgah, chgwh, t1, t2
1339250699985, 52.80, -0.10, 0, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 26, 24
1339250701114, 52.80, -0.10, 1129, -0.0314, -1.6559, 0.00, 0.00, 0.03, 1.66, 21, 23
1339250701947, 52.90, -0.10, 833, -0.0231, -1.2217, 0.00, 0.00, 0.05, 2.88, 21, 23
1339250702254, 52.90, -0.10, 307, -0.0085, -0.4511, 0.00, 0.00, 0.06, 3.33, 21, 23
1339250702548, 52.90, -0.10, 294, -0.0082, -0.4320, 0.00, 0.00, 0.07, 3.76, 21, 23
1339250702836, 52.90, -0.10, 288, -0.0080, -0.4232, 0.00, 0.00, 0.08, 4.18, 21, 23
1339250703284, 52.90, -0.10, 448, -0.0124, -0.6583, 0.00, 0.00, 0.09, 4.84, 21, 23
1339250703467, 52.80, 0.00, 183, -0.0051, -0.2689, 0.00, 0.00, 0.10, 5.11, 21, 23
1339250703752, 52.90, -0.10, 285, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.11, 21, 23
1339250704046, 52.80, 0.00, 294, -0.0082, -0.4320, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250704372, 52.80, 0.00, 326, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250704663, 52.90, 0.00, 291, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250704973, 52.90, 0.00, 310, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250705225, 52.80, 0.00, 252, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250705553, 52.80, 0.00, 328, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250705867, 52.80, 0.00, 314, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250706178, 52.70, 0.00, 311, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250706444, 52.80, 0.00, 266, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250706795, 52.90, 0.00, 351, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250707063, 52.80, 0.00, 268, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250707359, 52.80, 0.00, 296, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250707649, 52.70, 0.00, 290, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250707958, 52.80, 0.00, 309, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250708264, 52.80, 0.00, 306, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250708547, 52.80, 0.00, 283, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250708838, 52.80, 0.00, 291, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 21, 23
1339250709167, 52.80, 0.00, 329, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 22, 23
1339250709458, 52.80, 0.00, 291, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 22, 23
1339250709745, 52.80, 0.00, 287, 0.0000, 0.0000, 0.00, 0.00, 0.10, 5.54, 22, 23
