time, voltage, current, dt, dah, dwh, useah, usewh, chgah, chgwh, t1, t2
1339324690145, 57.60, -0.20, 0, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0
1339324691277, 57.50, -0.20, 1132, -0.0629, -3.6224, 0.00, 0.00, 0.06, 3.62, 16, 17
1339324692422, 57.50, -0.20, 1145, -0.0636, -3.6576, 0.00, 0.00, 0.13, 7.28, 16, 16
1339324693168, 57.50, -0.20, 746, -0.0414, -2.3831, 0.00, 0.00, 0.17, 9.66, 16, 16
1339324693510, 57.50, -0.20, 342, -0.0190, -1.0925, 0.00, 0.00, 0.19, 10.76, 16, 16
1339324694016, 57.50, -0.20, 506, -0.0281, -1.6164, 0.00, 0.00, 0.22, 12.37, 16, 16
1339324694573, 57.60, -0.20, 557, -0.0309, -1.7793, 0.00, 0.00, 0.25, 14.15, 16, 16
1339324694877, 57.60, -0.20, 304, -0.0169, -0.9728, 0.00, 0.00, 0.26, 15.12, 16, 16
1339324695202, 57.50, -0.20, 325, -0.0181, -1.0400, 0.00, 0.00, 0.28, 16.16, 16, 16
1339324695456, 57.60, -0.20, 254, -0.0141, -0.8114, 0.00, 0.00, 0.30, 16.98, 16, 16
1339324695767, 57.60, -0.20, 311, -0.0173, -0.9952, 0.00, 0.00, 0.31, 17.97, 16, 17
1339324696071, 57.60, -0.20, 304, -0.0169, -0.9728, 0.00, 0.00, 0.33, 18.94, 16, 17
1339324696358, 57.50, -0.20, 287, -0.0159, -0.9184, 0.00, 0.00, 0.35, 19.86, 16, 17
1339324696648, 57.50, -0.20, 290, -0.0161, -0.9264, 0.00, 0.00, 0.36, 20.79, 16, 17
1339324696969, 57.50, -0.20, 321, -0.0178, -1.0254, 0.00, 0.00, 0.38, 21.81, 16, 17
1339324697492, 57.50, -0.20, 523, -0.0291, -1.6707, 0.00, 0.00, 0.41, 23.48, 16, 17
1339324697582, 57.60, 0.00, 90, -0.0050, -0.2875, 0.00, 0.00, 0.41, 23.77, 16, 17
1339324697869, 57.60, 0.00, 287, 0.0000, 0.0000, 0.00, 0.00, 0.41, 23.77, 16, 17
1339324698218, 57.60, 0.00, 349, 0.0000, 0.0000, 0.00, 0.00, 0.41, 23.77, 16, 16
1339324698462, 57.50, 0.00, 244, 0.0000, 0.0000, 0.00, 0.00, 0.41, 23.77, 16, 16
1339324698762, 57.50, 0.00, 300, 0.0000, 0.0000, 0.00, 0.00, 0.41, 23.77, 16, 16
1339324699071, 57.60, 0.00, 309, 0.0000, 0.0000, 0.00, 0.00, 0.41, 23.77, 16, 16
1339324699388, 57.50, 0.00, 317, 0.0000, 0.0000, 0.00, 0.00, 0.41, 23.77, 16, 17
1339324699678, 57.50, 0.00, 290, 0.0000, 0.0000, 0.00, 0.00, 0.41, 23.77, 16, 17
1339324699994, 57.50, 0.00, 316, 0.0000, 0.0000, 0.00, 0.00, 0.41, 23.77, 16, 17
