time, voltage, current, dt, dah, dwh, useah, usewh, chgah, chgwh, t1, t2
1339326695407, 53.40, -0.10, 0, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 0, 0
1339326696565, 53.40, -0.10, 1158, -0.0322, -1.7177, 0.00, 0.00, 0.03, 1.72, 22, 21
1339326697839, 53.30, -0.10, 1274, -0.0354, -1.8898, 0.00, 0.00, 0.07, 3.61, 22, 21
1339326698709, 53.30, -0.10, 870, -0.0242, -1.2881, 0.00, 0.00, 0.09, 4.90, 22, 21
1339326699633, 53.20, -0.10, 924, -0.0257, -1.3680, 0.00, 0.00, 0.12, 6.26, 22, 21
1339326700677, 53.20, -0.10, 1044, -0.0290, -1.5428, 0.00, 0.00, 0.15, 7.81, 22, 21
1339326701450, 53.40, 0.00, 773, -0.0215, -1.1423, 0.00, 0.00, 0.17, 8.95, 22, 21
1339326702634, 53.30, 0.00, 1184, 0.0000, 0.0000, 0.00, 0.00, 0.17, 8.95, 23, 22
1339326703545, 53.20, 0.00, 911, 0.0000, 0.0000, 0.00, 0.00, 0.17, 8.95, 23, 22
1339326704417, 53.30, 0.10, 872, 0.0000, 0.0000, 0.00, 0.00, 0.17, 8.95, 22, 22
1339326705629, 53.30, 0.10, 1212, 0.0337, 1.7944, 0.03, 1.79, 0.17, 8.95, 22, 21
1339326706539, 53.20, 0.10, 910, 0.0253, 1.3473, 0.06, 3.14, 0.17, 8.95, 22, 22
1339326707418, 53.20, 0.10, 879, 0.0244, 1.2990, 0.08, 4.44, 0.17, 8.95, 22, 21
1339326708634, 53.30, 0.00, 1216, 0.0338, 1.7970, 0.12, 6.24, 0.17, 8.95, 22, 22
1339326709519, 53.20, 0.10, 885, 0.0000, 0.0000, 0.12, 6.24, 0.17, 8.95, 22, 22
1339326710424, 53.20, 0.10, 905, 0.0251, 1.3374, 0.14, 7.58, 0.17, 8.95, 22, 22
1339326711622, 53.30, 0.10, 1198, 0.0333, 1.7704, 0.18, 9.35, 0.17, 8.95, 22, 21
1339326712529, 53.20, 0.10, 907, 0.0252, 1.3429, 0.20, 10.69, 0.17, 8.95, 22, 22
1339326713443, 53.30, 0.10, 914, 0.0254, 1.3507, 0.23, 12.04, 0.17, 8.95, 22, 22
1339326714608, 53.30, 0.00, 1165, 0.0324, 1.7248, 0.26, 13.76, 0.17, 8.95, 23, 21
1339326715494, 53.40, 0.10, 886, 0.0000, 0.0000, 0.26, 13.76, 0.17, 8.95, 23, 21
1339326716414, 53.30, 0.10, 920, 0.0256, 1.3647, 0.28, 15.13, 0.17, 8.95, 23, 22
1339326717644, 53.40, 0.10, 1230, 0.0342, 1.8211, 0.32, 16.95, 0.17, 8.95, 22, 21
1339326718544, 53.30, 0.00, 900, 0.0250, 1.3350, 0.34, 18.28, 0.17, 8.95, 22, 21
1339326719439, 53.30, 0.10, 895, 0.0000, 0.0000, 0.34, 18.28, 0.17, 8.95, 22, 21
