time, current, voltage, t1, t2
1339250735830, 0.1, 52.9, 21, 23
1339250736115, 0.1, 52.8, 21, 23
1339250736445, 0.1, 52.9, 21, 23
1339250736727, 0.1, 52.9, 21, 23
1339250737034, 0.1, 52.9, 21, 23
1339250737329, 0.1, 52.7, 21, 23
1339250737646, 0.1, 52.8, 21, 23
1339250737921, 0.1, 52.8, 21, 23
1339250738227, 0.1, 52.8, 21, 23
1339250738524, 0.1, 52.8, 21, 23
1339250738818, 0.1, 52.7, 21, 23
1339250739143, 0.1, 52.7, 22, 23
1339250739432, 0.1, 52.8, 22, 23
1339250739723, 0.1, 52.8, 22, 23
1339250740032, 0.1, 52.8, 22, 23
1339250740356, 0.1, 52.9, 22, 23
1339250740686, 0.1, 52.9, 22, 23
1339250740987, 0.1, 52.8, 22, 23
1339250741222, 0.1, 52.8, 22, 23
1339250741559, 0.1, 52.9, 21, 23
1339250741847, 0.1, 52.8, 21, 23
1339250742134, 1.2, 52.7, 21, 23
1339250742417, 4.1, 52.7, 21, 23
1339250742718, 3.9, 52.6, 21, 23
1339250743058, 1.9, 52.7, 21, 23
1339250743324, 0.9, 52.8, 21, 23
1339250743618, 0.4, 52.8, 21, 23
1339250743943, 0.2, 52.8, 21, 23
1339250744235, 0.1, 52.7, 21, 23
1339250744514, 3.0, 52.6, 21, 23
1339250744822, 6.6, 52.4, 21, 23
1339250745122, 3.1, 52.5, 21, 23
1339250745512, 1.4, 52.6, 21, 23
1339250745721, 0.7, 52.7, 21, 23
1339250746003, 0.3, 52.7, 21, 23
1339250746338, 0.2, 52.8, 21, 23
1339250746615, 0.1, 52.7, 21, 23
1339250746926, 0.1, 52.8, 21, 23
1339250747244, 0.1, 52.9, 21, 23
1339250747522, 0.1, 52.9, 22, 23
1339250747844, 0.1, 52.9, 22, 23
1339250748138, 0.1, 52.8, 22, 23
1339250748425, 0.1, 52.8, 22, 23
1339250748741, 0.1, 52.8, 21, 24
1339250749083, 0.1, 52.8, 21, 24
1339250749316, 0.1, 52.9, 21, 24
1339250749633, 0.1, 52.9, 21, 24
1339250749929, 0.1, 52.8, 21, 24
1339250750239, 0.1, 52.7, 21, 24
1339250750525, 0.1, 52.7, 21, 24
1339250750826, 0.1, 52.8, 21, 24
1339250751117, 0.1, 52.8, 22, 23
1339250751428, 0.1, 53.0, 22, 23
1339250751719, 0.1, 52.8, 22, 23
1339250752033, 0.1, 52.8, 22, 23
1339250752329, 0.1, 52.8, 21, 23
1339250752632, 0.1, 52.7, 21, 23
1339250752916, 0.1, 52.6, 21, 23
1339250753217, 0.1, 52.6, 21, 23
1339250753509, 0.1, 52.7, 21, 23
1339250753838, 0.1, 52.8, 21, 23
1339250754127, 0.1, 52.7, 21, 23
1339250754395, 0.1, 52.9, 21, 23
1339250754718, 0.1, 52.8, 21, 23
1339250754996, 0.1, 52.8, 21, 23
1339250755306, 0.1, 52.8, 21, 23
1339250755624, 0.1, 52.8, 21, 23
1339250755936, 0.1, 52.8, 21, 24
1339250756189, 0.1, 52.8, 21, 24
1339250756497, 0.1, 52.9, 21, 24
1339250756808, 0.1, 52.9, 21, 24
1339250757129, 0.1, 52.8, 22, 24
1339250757414, 0.1, 52.9, 22, 24
1339250757734, 0.1, 52.8, 22, 24
1339250758005, 0.1, 52.9, 22, 24
1339250758351, 0.1, 52.7, 21, 24
1339250758613, 0.1, 52.8, 21, 24
1339250758934, 0.1, 52.8, 21, 24
1339250759197, 0.1, 52.9, 21, 24
1339250759520, 0.1, 52.7, 22, 23
1339250759813, 0.1, 52.7, 22, 23
1339250760103, 0.1, 52.8, 22, 23
1339250760398, 0.1, 52.8, 22, 23
1339250760706, 0.1, 52.8, 23, 24
1339250761007, 0.1, 52.7, 23, 24
1339250761294, 0.1, 52.8, 23, 24
1339250761607, 0.1, 52.8, 23, 24
1339250761926, 0.1, 52.9, 21, 24
1339250762212, 0.1, 52.9, 21, 24
1339250762483, 0.1, 52.8, 21, 24
1339250762776, 0.1, 52.8, 21, 24
1339250763111, 0.1, 52.7, 21, 24
1339250763403, 0.1, 52.7, 21, 24
1339250763724, 0.1, 52.7, 21, 24
1339250764019, 0.1, 52.7, 21, 24
1339250764307, 0.1, 52.8, 21, 23
1339250764618, 0.1, 52.8, 21, 23
1339250764906, 4.1, 52.7, 21, 23
1339250765214, 7.7, 52.3, 21, 23
1339250765506, 9.8, 52.2, 21, 23
1339250765792, 10.8, 52.1, 21, 23
1339250766107, 10.7, 52.1, 21, 23
1339250766392, 10.5, 52.1, 21, 23
1339250766693, 10.8, 52.1, 21, 23
1339250766983, 10.9, 52.0, 21, 23
1339250767292, 11.3, 52.0, 21, 23
1339250767615, 11.4, 52.0, 21, 23
1339250767908, 11.0, 51.9, 21, 23
1339250768193, 11.0, 51.9, 21, 23
1339250768507, 11.2, 51.9, 21, 23
1339250768794, 11.3, 51.9, 21, 23
1339250769101, 10.9, 51.9, 21, 23
1339250769410, 10.8, 51.8, 21, 23
1339250769695, 10.6, 51.8, 21, 23
1339250769996, 11.0, 51.9, 21, 23
1339250770320, 9.4, 51.9, 21, 24
1339250770612, 9.5, 51.9, 21, 24
1339250770890, 9.4, 51.9, 21, 24
1339250771201, 9.2, 51.9, 21, 24
1339250771496, 8.7, 52.0, 21, 24
1339250771797, 8.3, 51.9, 21, 24
1339250772083, 8.1, 52.0, 21, 24
1339250772397, 7.3, 52.1, 21, 24
1339250772713, 3.5, 52.3, 23, 23
1339250773005, 1.5, 52.4, 23, 23
1339250773288, 0.6, 52.4, 23, 23
1339250773579, 0.2, 52.5, 23, 23
1339250773974, 0.1, 52.5, 22, 23
1339250774207, 0.1, 52.5, 22, 23
1339250774507, 0.1, 52.6, 22, 23
1339250774793, 0.1, 52.5, 22, 23
1339250775102, 0.1, 52.6, 21, 23
1339250775414, 0.1, 52.6, 21, 23
1339250775708, 0.1, 52.6, 21, 23
1339250775998, 0.1, 52.6, 21, 23
1339250776317, 0.1, 52.5, 21, 23
1339250776605, 0.1, 52.6, 21, 23
1339250776912, 0.1, 52.6, 21, 23
1339250777164, 0.1, 52.6, 21, 23
1339250777602, 0.1, 52.5, 28, 23
1339250777804, 0.1, 52.5, 28, 23
1339250778114, 0.1, 52.5, 28, 23
1339250778384, 0.1, 52.5, 28, 23
1339250778706, 0.1, 52.6, 22, 23
1339250778998, 0.2, 52.6, 22, 23
1339250779288, 3.9, 52.4, 22, 23
1339250779578, 5.4, 52.3, 22, 23
1339250779900, 5.9, 52.2, 22, 24
1339250780213, 5.7, 52.2, 22, 24
1339250780505, 5.1, 52.3, 22, 24
1339250780783, 4.7, 52.3, 22, 24
1339250781130, 4.2, 52.4, 22, 24
1339250781404, 3.6, 52.4, 22, 24
1339250781698, 3.1, 52.3, 22, 24
1339250781988, 2.8, 52.3, 22, 24
1339250782319, 1.6, 52.4, 22, 23
1339250782580, 0.8, 52.6, 22, 23
1339250782894, 2.2, 52.6, 22, 23
1339250783209, 3.6, 52.4, 22, 23
1339250783492, 6.6, 52.1, 22, 23
1339250783771, 5.2, 52.2, 22, 23
1339250784106, 2.4, 52.3, 22, 23
1339250784398, 1.1, 52.4, 22, 23
1339250784697, 0.6, 52.5, 22, 24
1339250785008, 0.3, 52.5, 22, 24
1339250785281, 0.2, 52.5, 22, 24
1339250785594, 0.1, 52.5, 22, 24
1339250785910, 0.1, 52.5, 22, 24
1339250786195, 0.1, 52.5, 22, 24
1339250786485, 0.1, 52.6, 22, 24
1339250786789, 0.1, 52.6, 22, 24
1339250787087, 0.1, 52.5, 23, 23
1339250787395, 0.1, 52.6, 23, 23
1339250787714, 0.1, 52.6, 23, 23
1339250787986, 0.1, 52.6, 23, 23
1339250788309, 0.1, 52.6, 22, 24
1339250788595, 0.1, 52.5, 22, 24
1339250788889, 0.1, 52.7, 22, 24
1339250789176, 0.1, 52.8, 22, 24
1339250789509, 0.1, 52.7, 22, 24
1339250789794, 0.9, 52.6, 22, 24
1339250790088, 1.5, 52.5, 22, 24
1339250790376, 1.6, 52.5, 22, 24
1339250790670, 1.8, 52.4, 22, 24
1339250790981, 2.1, 52.4, 22, 24
1339250791295, 2.0, 52.5, 22, 24
1339250791576, 2.2, 52.6, 22, 24
1339250791894, 2.2, 52.6, 22, 23
1339250792205, 2.2, 52.5, 22, 23
1339250792485, 2.3, 52.5, 22, 23
1339250792772, 2.1, 52.6, 22, 23
1339250793111, 2.0, 52.5, 22, 24
1339250793374, 1.9, 52.6, 22, 24
1339250793694, 1.9, 52.5, 22, 24
1339250794008, 2.0, 52.5, 22, 24
1339250794295, 1.6, 52.5, 23, 24
1339250794607, 0.7, 52.7, 23, 24
1339250794893, 0.4, 52.6, 23, 24
1339250795186, 0.2, 52.7, 23, 24
1339250795518, 0.1, 52.7, 22, 23
1339250795783, 0.1, 52.6, 22, 23
1339250796104, 0.1, 52.6, 22, 23
1339250796393, 0.1, 52.7, 22, 23
1339250796678, 0.1, 52.7, 22, 24
1339250797013, 0.1, 52.5, 22, 24
1339250797301, 0.1, 52.6, 22, 24
1339250797588, 1.3, 52.6, 22, 24
1339250797919, 4.0, 52.4, 22, 24
1339250798173, 5.4, 52.3, 22, 24
1339250798503, 6.4, 52.2, 22, 24
1339250798784, 7.2, 52.1, 22, 24
1339250799079, 7.9, 52.0, 23, 23
1339250799391, 7.7, 52.1, 23, 23
1339250799675, 3.5, 52.2, 23, 23
1339250799983, 1.7, 52.3, 23, 23
1339250800291, 1.0, 52.4, 22, 24
1339250800598, 3.1, 52.3, 22, 24
1339250800883, 3.6, 52.4, 22, 24
1339250801175, 4.4, 52.3, 22, 24
1339250801488, 5.5, 52.4, 22, 24
1339250801798, 5.4, 52.3, 22, 24
1339250802086, 5.2, 52.2, 22, 24
1339250802364, 5.0, 52.1, 22, 24
1339250802687, 4.9, 52.2, 22, 23
1339250802978, 4.7, 52.2, 22, 23
1339250803269, 4.4, 52.3, 22, 23
1339250803585, 5.1, 52.2, 22, 23
1339250803880, 8.1, 52.1, 23, 23
1339250804190, 9.1, 51.9, 23, 23
1339250804478, 9.5, 51.9, 23, 23
1339250804768, 9.4, 51.9, 23, 23
1339250805106, 9.1, 51.9, 23, 23
1339250805392, 8.7, 52.0, 23, 23
1339250805697, 8.6, 52.0, 23, 23
1339250805988, 7.7, 52.1, 23, 23
1339250806284, 3.5, 52.4, 22, 24
1339250806570, 1.7, 52.4, 22, 24
1339250806877, 0.8, 52.4, 22, 24
1339250807188, 0.4, 52.6, 22, 24
1339250807487, 0.2, 52.5, 22, 24
1339250807772, 0.2, 52.5, 22, 24
1339250808087, 0.1, 52.6, 22, 24
1339250808398, 0.1, 52.5, 22, 24
1339250808693, 0.1, 52.5, 23, 23
1339250809007, 0.1, 52.6, 23, 23
1339250809267, 0.1, 52.5, 23, 23
1339250809584, 2.3, 52.4, 23, 23
1339250809906, 4.7, 52.3, 23, 24
1339250810192, 6.1, 52.2, 23, 24
1339250810503, 7.3, 52.0, 23, 24
1339250810766, 5.2, 52.0, 23, 24
1339250811093, 2.4, 52.2, 23, 23
1339250811389, 3.9, 52.3, 23, 23
1339250811678, 3.6, 52.3, 23, 23
1339250811998, 3.8, 52.3, 23, 23
1339250812268, 4.1, 52.2, 23, 24
1339250812579, 2.4, 52.3, 23, 24
1339250812865, 4.1, 52.3, 23, 24
1339250813166, 4.5, 52.3, 23, 24
1339250813485, 4.5, 52.2, 23, 23
1339250813771, 4.5, 52.2, 23, 23
1339250814077, 7.1, 52.2, 23, 23
1339250814388, 8.1, 52.0, 23, 23
1339250814687, 8.5, 51.9, 23, 24
1339250814965, 8.0, 51.9, 23, 24
1339250815273, 4.0, 52.1, 23, 24
1339250815571, 1.9, 52.2, 23, 24
1339250815891, 0.9, 52.3, 23, 24
1339250816176, 3.5, 52.3, 23, 24
1339250816505, 5.3, 52.2, 23, 24
1339250816819, 7.1, 52.1, 23, 24
1339250817075, 6.6, 52.1, 23, 24
1339250817386, 4.8, 52.2, 23, 24
1339250817679, 2.2, 52.3, 23, 24
1339250817968, 3.5, 52.2, 23, 24
1339250818283, 7.4, 52.0, 23, 24
1339250818569, 9.3, 51.8, 23, 24
1339250818855, 10.3, 51.8, 23, 24
1339250819185, 10.8, 51.8, 23, 24
1339250819468, 11.0, 51.7, 24, 24
1339250819803, 11.1, 51.8, 24, 24
1339250820223, 10.9, 51.8, 24, 24
1339250820439, 10.9, 51.7, 24, 24
1339250820694, 11.2, 51.7, 24, 23
1339250820983, 11.0, 51.6, 24, 23
1339250821280, 11.0, 51.7, 24, 23
1339250821568, 10.7, 51.7, 24, 23
1339250821894, 10.6, 51.6, 23, 24
1339250822186, 10.3, 51.7, 23, 24
1339250822468, 9.8, 51.7, 23, 24
1339250822784, 9.3, 51.8, 23, 24
1339250823099, 8.0, 51.9, 24, 23
1339250823384, 7.3, 52.0, 24, 23
1339250823675, 6.7, 51.9, 24, 23
1339250823969, 6.2, 52.0, 24, 23
1339250824288, 5.8, 52.0, 24, 24
1339250824598, 5.7, 52.0, 24, 24
1339250824885, 5.4, 52.0, 24, 24
1339250825235, 5.3, 52.0, 24, 24
1339250825494, 5.1, 51.9, 24, 24
1339250825785, 4.9, 51.9, 24, 24
1339250826077, 4.7, 51.9, 24, 24
1339250826365, 4.3, 52.1, 24, 24
1339250826678, 4.8, 52.2, 24, 24
1339250826987, 4.8, 52.2, 24, 24
1339250827272, 5.0, 52.1, 24, 24
1339250827670, 5.0, 52.1, 24, 24
1339250827903, 5.0, 52.1, 24, 24
1339250828181, 5.0, 52.0, 24, 24
1339250828491, 4.9, 52.1, 24, 24
1339250828781, 4.7, 52.1, 24, 24
1339250829069, 4.6, 52.1, 24, 24
1339250829379, 4.4, 52.1, 24, 24
1339250829668, 4.0, 52.0, 24, 24
1339250829987, 2.9, 52.1, 24, 24
1339250830306, 2.3, 52.1, 24, 24
1339250830574, 2.1, 52.1, 24, 24
1339250830865, 1.9, 52.1, 24, 24
1339250831229, 1.8, 52.2, 24, 24
1339250831489, 1.8, 52.3, 24, 24
1339250831767, 1.8, 52.2, 24, 24
1339250832083, 2.7, 52.1, 24, 24
1339250832376, 3.1, 52.1, 24, 24
1339250832686, 3.6, 52.1, 24, 24
1339250832967, 3.8, 52.2, 24, 24
1339250833278, 3.9, 52.1, 24, 24
1339250833569, 4.0, 52.0, 24, 24
1339250833883, 4.1, 52.1, 24, 24
1339250834162, 3.8, 52.2, 24, 24
1339250834471, 3.8, 52.2, 24, 24
1339250834759, 4.1, 52.2, 24, 24
1339250835100, 4.0, 52.1, 24, 24
1339250835361, 4.1, 52.0, 24, 24
1339250835699, 4.1, 52.1, 24, 24
1339250835967, 4.0, 52.0, 24, 24
1339250836278, 3.9, 52.0, 24, 24
1339250836564, 3.8, 52.2, 24, 24
1339250836856, 3.2, 52.2, 24, 24
1339250837157, 2.5, 52.3, 24, 24
1339250837506, 2.4, 52.2, 25, 24
1339250837778, 2.5, 52.2, 25, 24
1339250838094, 2.4, 52.3, 25, 24
1339250838420, 2.4, 52.2, 25, 24
1339250838679, 3.1, 52.2, 24, 24
1339250838989, 2.6, 52.2, 24, 24
1339250839279, 2.1, 52.3, 24, 24
1339250839568, 2.7, 52.2, 24, 24
1339250839882, 2.5, 52.2, 24, 24
1339250840185, 3.3, 52.2, 24, 24
1339250840471, 3.6, 52.2, 24, 24
1339250840758, 3.5, 52.1, 24, 24
1339250841073, 3.4, 52.2, 24, 24
1339250841383, 3.6, 52.2, 24, 24
1339250841675, 2.8, 52.2, 24, 24
1339250842054, 3.1, 52.2, 24, 24
1339250842289, 2.8, 52.2, 24, 24
1339250842576, 3.2, 52.2, 24, 24
1339250842869, 2.5, 52.3, 24, 24
1339250843154, 2.1, 52.3, 24, 24
1339250843473, 2.0, 52.2, 24, 24
1339250843777, 1.9, 52.2, 24, 24
1339250844094, 1.7, 52.4, 24, 24
1339250844387, 1.6, 52.3, 24, 24
1339250844700, 1.4, 52.4, 24, 24
1339250844977, 1.2, 52.3, 24, 24
1339250845288, 1.0, 52.3, 24, 24
1339250845576, 0.9, 52.3, 24, 24
1339250845872, 0.8, 52.3, 24, 24
1339250846187, 0.5, 52.3, 24, 24
1339250846472, 0.3, 52.4, 24, 24
1339250846771, 0.2, 52.4, 24, 24
1339250847098, 0.1, 52.4, 24, 24
1339250847388, 0.1, 52.5, 24, 24
1339250847678, 0.1, 52.5, 24, 24
1339250847967, 0.1, 52.6, 24, 24
1339250848300, 0.1, 52.6, 24, 24
1339250848584, 0.1, 52.5, 24, 24
1339250848875, 0.1, 52.5, 24, 24
1339250849214, 0.1, 52.4, 24, 24
1339250849472, 0.1, 52.4, 24, 24
1339250849775, 0.1, 52.5, 24, 24
1339250850086, 0.1, 52.6, 24, 24
1339250850378, 0.1, 52.6, 24, 24
1339250850699, 0.1, 52.6, 24, 24
1339250850984, 0.1, 52.5, 24, 24
1339250851279, 0.1, 52.5, 24, 24
1339250851568, 0.1, 52.4, 24, 24
1339250851886, 0.1, 52.4, 24, 24
1339250852179, 0.1, 52.5, 24, 24
1339250852466, 0.1, 52.5, 24, 24
1339250852839, 0.1, 52.5, 24, 24
1339250853100, 0.1, 52.5, 24, 24
1339250853385, 0.1, 52.5, 24, 24
1339250853679, 0.1, 52.5, 24, 24
1339250853966, 0.1, 52.5, 24, 24
1339250854265, 0.1, 52.4, 24, 24
1339250854577, 0.1, 52.4, 24, 24
1339250854863, 0.1, 52.5, 24, 24
1339250855156, 0.1, 52.4, 24, 24
1339250855489, 0.1, 52.4, 24, 24
1339250855775, 0.1, 52.4, 24, 24
1339250856065, 0.1, 52.4, 24, 24
1339250856415, 0.1, 52.5, 24, 24
1339250856669, 0.1, 52.5, 24, 24
1339250857005, 0.1, 52.4, 24, 24
1339250857297, 0.1, 52.6, 24, 24
1339250857582, 0.1, 52.4, 24, 24
1339250857877, 0.1, 52.5, 24, 24
1339250858163, 0.1, 52.5, 24, 24
1339250858477, 0.1, 52.6, 24, 24
1339250858763, 0.1, 52.5, 24, 24
1339250859091, 0.1, 52.6, 24, 24
1339250859378, 0.1, 52.6, 24, 24
1339250859665, 0.1, 52.5, 24, 24
1339250859973, 0.1, 52.4, 24, 24
1339250860286, 0.1, 52.4, 24, 24
1339250860564, 0.1, 52.4, 24, 24
1339250860866, 0.1, 52.5, 24, 24
1339250861176, 0.1, 52.5, 24, 24
1339250861476, 0.1, 52.5, 24, 24
1339250861787, 0.1, 52.5, 24, 24
1339250862046, 0.1, 52.5, 24, 24
1339250862382, 0.1, 52.6, 24, 24
1339250862684, 0.2, 52.5, 24, 24
1339250862975, 0.4, 52.6, 24, 24
1339250863284, 0.5, 52.6, 24, 24
1339250863573, 0.6, 52.7, 24, 24
1339250863872, 0.6, 52.7, 24, 24
1339250864159, 0.4, 52.6, 24, 24
1339250864445, 0.2, 52.7, 24, 24
1339250864777, 0.2, 52.6, 24, 24
1339250865081, 0.1, 52.5, 24, 24
1339250865365, 0.1, 52.5, 24, 24
1339250865677, 0.1, 52.5, 24, 24
1339250865963, 0.1, 52.5, 24, 24
1339250866287, 0.1, 52.5, 24, 24
1339250866573, 0.1, 52.5, 24, 24
1339250866866, 0.1, 52.6, 24, 24
1339250867229, 0.1, 52.6, 24, 24
1339250867484, 0.1, 52.6, 24, 24
1339250867765, 0.1, 52.5, 24, 24
1339250868079, 0.1, 52.6, 24, 24
1339250868358, 0.1, 52.6, 24, 24
1339250868679, 0.1, 52.6, 24, 24
1339250868993, 0.1, 52.5, 24, 24
1339250869288, 0.1, 52.6, 24, 24
1339250869575, 0.1, 52.6, 24, 24
1339250869885, 0.1, 52.5, 24, 24
1339250870178, 0.1, 52.5, 24, 24
1339250870468, 0.1, 52.4, 24, 24
1339250870839, 0.1, 52.5, 24, 24
1339250871068, 0.1, 52.5, 24, 24
1339250871379, 0.1, 52.6, 24, 24
1339250871668, 0.1, 52.6, 24, 24
1339250871956, 0.1, 52.6, 24, 24
1339250872295, 0.1, 52.6, 24, 24
1339250872555, 0.1, 52.5, 24, 24
1339250872867, 0.1, 52.6, 24, 24
1339250873154, 0.1, 52.6, 24, 24
1339250873489, 0.1, 52.6, 24, 24
1339250873775, 0.3, 52.5, 24, 24
1339250874068, 0.6, 52.4, 24, 24
1339250874359, 0.8, 52.6, 24, 24
1339250874686, 0.8, 52.4, 24, 24
1339250874972, 0.8, 52.5, 24, 24
1339250875283, 0.9, 52.6, 24, 24
1339250875547, 1.0, 52.5, 24, 24
1339250875870, 1.0, 52.4, 30, 24
1339250876159, 1.2, 52.4, 30, 24
1339250876467, 1.3, 52.5, 30, 24
1339250876753, 1.4, 52.5, 30, 24
1339250877049, 1.6, 52.4, 24, 24
1339250877359, 1.5, 52.4, 24, 24
1339250877674, 1.6, 52.4, 24, 24
1339250877943, 1.5, 52.5, 24, 24
1339250878276, 1.5, 52.5, 24, 24
1339250878562, 1.6, 52.5, 24, 24
1339250878849, 1.6, 52.4, 24, 24
1339250879156, 1.6, 52.5, 24, 24
1339250879473, 1.6, 52.4, 27, 24
1339250879769, 1.8, 52.4, 27, 24
1339250880077, 2.2, 52.3, 27, 24
1339250880358, 2.4, 52.3, 27, 24
1339250880677, 1.9, 52.4, 23, 24
1339250880982, 1.7, 52.5, 23, 24
1339250881266, 1.6, 52.5, 23, 24
1339250881646, 1.7, 52.5, 23, 24
1339250881875, 1.9, 52.4, 24, 24
1339250882162, 1.6, 52.4, 24, 24
1339250882467, 1.6, 52.3, 24, 24
1339250882753, 2.1, 52.3, 24, 24
1339250883072, 1.9, 52.4, 24, 24
1339250883357, 2.1, 52.5, 24, 24
1339250883649, 2.8, 52.4, 24, 24
1339250883966, 3.0, 52.5, 24, 24
1339250884267, 3.0, 52.4, 24, 24
1339250884554, 3.6, 52.4, 24, 24
1339250884867, 3.3, 52.4, 24, 24
1339250885138, 3.8, 52.3, 24, 24
1339250885481, 4.0, 52.3, 24, 24
1339250885769, 3.9, 52.5, 24, 24
1339250886064, 4.1, 52.5, 24, 24
1339250886364, 3.9, 52.4, 24, 24
1339250886682, 3.9, 52.4, 24, 24
1339250886960, 4.1, 52.3, 24, 24
1339250887271, 4.1, 52.3, 24, 24
1339250887561, 4.3, 52.3, 24, 24
1339250887879, 4.5, 52.4, 24, 24
1339250888189, 4.5, 52.1, 24, 24
1339250888453, 4.5, 52.2, 24, 24
1339250888771, 4.6, 52.3, 24, 24
1339250889058, 4.7, 52.3, 24, 24
1339250889369, 4.5, 52.3, 24, 24
1339250889684, 4.4, 52.3, 24, 24
1339250889977, 4.7, 52.3, 24, 24
1339250890259, 4.4, 52.4, 24, 24
1339250890569, 4.3, 52.2, 24, 24
1339250890884, 3.3, 52.3, 24, 24
1339250891147, 3.7, 52.3, 24, 24
1339250891473, 4.3, 52.2, 25, 24
