time, voltage, current, dt, dah, dwh, useah, usewh, chgah, chgwh, t1, t2
1339250699985, 52.80, -0.10, 0, 0.0000, 0.0000, 0.00, 0.00, 0.00, 0.00, 26, 24
1339250701114, 52.80, -0.10, 1129, -0.0314, -1.6559, 0.00, 0.00, 0.03, 1.66, 21, 23
1339250702254, 52.90, -0.10, 1140, -0.0317, -1.6720, 0.00, 0.00, 0.06, 3.33, 21, 23
1339250703284, 52.90, -0.10, 1030, -0.0286, -1.5135, 0.00, 0.00, 0.09, 4.84, 21, 23
1339250704046, 52.80, 0.00, 762, -0.0212, -1.1197, 0.00, 0.00, 0.11, 5.96, 21, 23
1339250705225, 52.80, 0.00, 1179, 0.0000, 0.0000, 0.00, 0.00, 0.11, 5.96, 21, 23
1339250706178, 52.70, 0.00, 953, 0.0000, 0.0000, 0.00, 0.00, 0.11, 5.96, 21, 23
1339250707063, 52.80, 0.00, 885, 0.0000, 0.0000, 0.00, 0.00, 0.11, 5.96, 21, 23
1339250708264, 52.80, 0.00, 1201, 0.0000, 0.0000, 0.00, 0.00, 0.11, 5.96, 21, 23
1339250709167, 52.80, 0.00, 903, 0.0000, 0.0000, 0.00, 0.00, 0.11, 5.96, 22, 23
1339250710075, 52.70, 0.00, 908, 0.0000, 0.0000, 0.00, 0.00, 0.11, 5.96, 22, 23
1339250711281, 52.70, 0.00, 1206, 0.0000, 0.0000, 0.00, 0.00, 0.11, 5.96, 21, 24
1339250712141, 52.70, 0.00, 860, 0.0000, 0.0000, 0.00, 0.00, 0.11, 5.96, 21, 23
1339250713046, 52.90, 0.00, 905, 0.0000, 0.0000, 0.00, 0.00, 0.11, 5.96, 21, 23
1339250714250, 52.80, 0.00, 1204, 0.0000, 0.0000, 0.00, 0.00, 0.11, 5.96, 21, 23
1339250715147, 52.70, 0.00, 897, 0.0000, 0.0000, 0.00, 0.00, 0.11, 5.96, 22, 23
1339250716047, 52.80, 0.00, 900, 0.0000, 0.0000, 0.00, 0.00, 0.11, 5.96, 22, 23
1339250717264, 52.80, 0.00, 1217, 0.0000, 0.0000, 0.00, 0.00, 0.11, 5.96, 21, 23
1339250718146, 53.00, 0.10, 882, 0.0000, 0.0000, 0.00, 0.00, 0.11, 5.96, 21, 24
1339250719063, 52.90, 0.10, 917, 0.0255, 1.3500, 0.03, 1.35, 0.11, 5.96, 21, 23
1339250720244, 52.70, 0.10, 1181, 0.0328, 1.7354, 0.06, 3.09, 0.11, 5.96, 21, 23
1339250721157, 52.80, 0.10, 913, 0.0254, 1.3365, 0.08, 4.42, 0.11, 5.96, 22, 23
1339250722041, 52.80, 0.10, 884, 0.0246, 1.2965, 0.11, 5.72, 0.11, 5.96, 22, 23
1339250723234, 52.90, 0.10, 1193, 0.0331, 1.7497, 0.14, 7.47, 0.11, 5.96, 21, 24
1339250724137, 52.80, 0.10, 903, 0.0251, 1.3269, 0.17, 8.80, 0.11, 5.96, 22, 23
1339250725056, 52.90, 0.10, 919, 0.0255, 1.3479, 0.19, 10.14, 0.11, 5.96, 21, 23
1339250726244, 52.90, 0.10, 1188, 0.0330, 1.7457, 0.22, 11.89, 0.11, 5.96, 21, 23
1339250727143, 52.90, 0.10, 899, 0.0250, 1.3210, 0.25, 13.21, 0.11, 5.96, 21, 23
1339250728024, 52.80, 0.10, 881, 0.0245, 1.2946, 0.27, 14.50, 0.11, 5.96, 21, 23
